timestamp,value
1717852801800000000,0.552844
1717852801810000000,0.552860
1717852801820000000,0.552877
1717852801830000000,0.552894
1717852801840000000,0.552912
1717852801850000000,0.552931
1717852801860000000,0.552952
1717852801870000000,0.552973
1717852801880000000,0.552996
1717852801890000000,0.553019
1717852801900000000,0.553044
1717852801910000000,0.553071
1717852801920000000,0.553099
1717852801930000000,0.553128
1717852801940000000,0.553158
1717852801950000000,0.553190
1717852801960000000,0.553224
1717852801970000000,0.553260
1717852801980000000,0.553297
1717852801990000000,0.553335
1717852802000000000,0.553376
1717852802010000000,0.553418
1717852802020000000,0.553463
1717852802030000000,0.553509
1717852802040000000,0.553557
1717852802050000000,0.553607
1717852802060000000,0.553659
1717852802070000000,0.553713
1717852802080000000,0.553770
1717852802090000000,0.553828
1717852802100000000,0.553889
1717852802110000000,0.553952
1717852802120000000,0.554018
1717852802130000000,0.554085
1717852802140000000,0.554155
1717852802150000000,0.554228
1717852802160000000,0.554303
1717852802170000000,0.554380
1717852802180000000,0.554460
1717852802190000000,0.554543
1717852802200000000,0.554628
1717852802210000000,0.554716
1717852802220000000,0.554806
1717852802230000000,0.554899
1717852802240000000,0.554995
1717852802250000000,0.555093
1717852802260000000,0.555194
1717852802270000000,0.555298
1717852802280000000,0.555405
1717852802290000000,0.555515
1717852802300000000,0.555628
1717852802310000000,0.555743
1717852802320000000,0.555861
1717852802330000000,0.555983
1717852802340000000,0.556107
1717852802350000000,0.556234
1717852802360000000,0.556364
1717852802370000000,0.556497
1717852802380000000,0.556633
1717852802390000000,0.556772
1717852802400000000,0.556915
1717852802410000000,0.557060
1717852802420000000,0.557208
1717852802430000000,0.557359
1717852802440000000,0.557514
1717852802450000000,0.557671
1717852802460000000,0.557832
1717852802470000000,0.557996
1717852802480000000,0.558162
1717852802490000000,0.558332
1717852802500000000,0.558505
1717852802510000000,0.558681
1717852802520000000,0.558861
1717852802530000000,0.559043
1717852802540000000,0.559228
1717852802550000000,0.559417
1717852802560000000,0.559608
1717852802570000000,0.559803
1717852802580000000,0.560001
1717852802590000000,0.560201
1717852802600000000,0.560405
1717852802610000000,0.560612
1717852802620000000,0.560822
1717852802630000000,0.561035
1717852802640000000,0.561251
1717852802650000000,0.561470
1717852802660000000,0.561692
1717852802670000000,0.561917
1717852802680000000,0.562144
1717852802690000000,0.562375
1717852802700000000,0.562609
1717852802710000000,0.562845
1717852802720000000,0.563085
1717852802730000000,0.563327
1717852802740000000,0.563572
1717852802750000000,0.563820
1717852802760000000,0.564070
1717852802770000000,0.564324
1717852802780000000,0.564580
1717852802790000000,0.564838
1717852802800000000,0.565100
1717852802810000000,0.565364
1717852802820000000,0.565630
1717852802830000000,0.565899
1717852802840000000,0.566171
1717852802850000000,0.566445
1717852802860000000,0.566722
1717852802870000000,0.567001
1717852802880000000,0.567282
1717852802890000000,0.567566
1717852802900000000,0.567852
1717852802910000000,0.568140
1717852802920000000,0.568431
1717852802930000000,0.568723
1717852802940000000,0.569018
1717852802950000000,0.569315
1717852802960000000,0.569614
1717852802970000000,0.569915
1717852802980000000,0.570218
1717852802990000000,0.570523
1717852803000000000,0.570829
1717852803010000000,0.571138
1717852803020000000,0.571448
1717852803030000000,0.571760
1717852803040000000,0.572074
1717852803050000000,0.572389
1717852803060000000,0.572706
1717852803070000000,0.573024
1717852803080000000,0.573344
1717852803090000000,0.573666
1717852803100000000,0.573988
1717852803110000000,0.574312
1717852803120000000,0.574638
1717852803130000000,0.574964
1717852803140000000,0.575292
1717852803150000000,0.575621
1717852803160000000,0.575950
1717852803170000000,0.576281
1717852803180000000,0.576613
1717852803190000000,0.576946
1717852803200000000,0.577279
1717852803210000000,0.577613
1717852803220000000,0.577948
1717852803230000000,0.578284
1717852803240000000,0.578620
1717852803250000000,0.578957
1717852803260000000,0.579294
1717852803270000000,0.579632
1717852803280000000,0.579970
1717852803290000000,0.580308
1717852803300000000,0.580647
1717852803310000000,0.580985
1717852803320000000,0.581324
1717852803330000000,0.581663
1717852803340000000,0.582002
1717852803350000000,0.582341
1717852803360000000,0.582680
1717852803370000000,0.583019
1717852803380000000,0.583358
1717852803390000000,0.583696
1717852803400000000,0.584034
1717852803410000000,0.584371
1717852803420000000,0.584708
1717852803430000000,0.585045
1717852803440000000,0.585381
1717852803450000000,0.585716
1717852803460000000,0.586051
1717852803470000000,0.586385
1717852803480000000,0.586718
1717852803490000000,0.587051
1717852803500000000,0.587382
1717852803510000000,0.587712
1717852803520000000,0.588042
1717852803530000000,0.588370
1717852803540000000,0.588698
1717852803550000000,0.589024
1717852803560000000,0.589349
1717852803570000000,0.589672
1717852803580000000,0.589994
1717852803590000000,0.590315
1717852803600000000,0.590635
1717852803610000000,0.590953
1717852803620000000,0.591269
1717852803630000000,0.591584
1717852803640000000,0.591897
1717852803650000000,0.592208
1717852803660000000,0.592518
1717852803670000000,0.592826
1717852803680000000,0.593132
1717852803690000000,0.593436
1717852803700000000,0.593739
1717852803710000000,0.594039
1717852803720000000,0.594337
1717852803730000000,0.594633
1717852803740000000,0.594927
1717852803750000000,0.595219
1717852803760000000,0.595509
1717852803770000000,0.595797
1717852803780000000,0.596082
1717852803790000000,0.596365
1717852803800000000,0.596645
1717852803810000000,0.596923
1717852803820000000,0.597199
1717852803830000000,0.597473
1717852803840000000,0.597743
1717852803850000000,0.598012
1717852803860000000,0.598277
1717852803870000000,0.598540
1717852803880000000,0.598801
1717852803890000000,0.599059
1717852803900000000,0.599314
1717852803910000000,0.599566
1717852803920000000,0.599816
1717852803930000000,0.600063
1717852803940000000,0.600307
1717852803950000000,0.600548
1717852803960000000,0.600787
1717852803970000000,0.601022
1717852803980000000,0.601255
1717852803990000000,0.601485
1717852804000000000,0.601711
1717852804010000000,0.601935
1717852804020000000,0.602156
1717852804030000000,0.602374
1717852804040000000,0.602589
1717852804050000000,0.602801
1717852804060000000,0.603010
1717852804070000000,0.603216
1717852804080000000,0.603419
1717852804090000000,0.603618
1717852804100000000,0.603815
1717852804110000000,0.604009
1717852804120000000,0.604199
1717852804130000000,0.604387
1717852804140000000,0.604571
1717852804150000000,0.604752
1717852804160000000,0.604930
1717852804170000000,0.605105
1717852804180000000,0.605277
1717852804190000000,0.605446
1717852804200000000,0.605612
1717852804210000000,0.605775
1717852804220000000,0.605934
1717852804230000000,0.606091
1717852804240000000,0.606244
1717852804250000000,0.606394
1717852804260000000,0.606542
1717852804270000000,0.606686
1717852804280000000,0.606827
1717852804290000000,0.606965
1717852804300000000,0.607100
1717852804310000000,0.607233
1717852804320000000,0.607362
1717852804330000000,0.607488
1717852804340000000,0.607611
1717852804350000000,0.607731
1717852804360000000,0.607849
1717852804370000000,0.607963
1717852804380000000,0.608075
1717852804390000000,0.608183
1717852804400000000,0.608289
1717852804410000000,0.608392
1717852804420000000,0.608493
1717852804430000000,0.608590
1717852804440000000,0.608685
1717852804450000000,0.608777
1717852804460000000,0.608867
1717852804470000000,0.608954
1717852804480000000,0.609038
1717852804490000000,0.609119
1717852804500000000,0.609199
1717852804510000000,0.609275
1717852804520000000,0.609349
1717852804530000000,0.609421
1717852804540000000,0.609490
1717852804550000000,0.609557
1717852804560000000,0.609622
1717852804570000000,0.609684
1717852804580000000,0.609744
1717852804590000000,0.609802
1717852804600000000,0.609858
1717852804610000000,0.609911
1717852804620000000,0.609963
1717852804630000000,0.610012
1717852804640000000,0.610060
1717852804650000000,0.610105
1717852804660000000,0.610149
1717852804670000000,0.610191
1717852804680000000,0.610231
1717852804690000000,0.610269
1717852804700000000,0.610305
1717852804710000000,0.610340
1717852804720000000,0.610373
1717852804730000000,0.610405
1717852804740000000,0.610435
1717852804750000000,0.610464
1717852804760000000,0.610491
1717852804770000000,0.610517
1717852804780000000,0.610542
1717852804790000000,0.610565
1717852804800000000,0.610587
1717852804810000000,0.610608
1717852804820000000,0.610628
1717852804830000000,0.610647
1717852804840000000,0.610665
1717852804850000000,0.610682
1717852804860000000,0.610698
1717852804870000000,0.610713
1717852804880000000,0.610728
1717852804890000000,0.610742
1717852804900000000,0.610755
1717852804910000000,0.610768
1717852804920000000,0.610780
1717852804930000000,0.610792
1717852804940000000,0.610803
1717852804950000000,0.610814
1717852804960000000,0.610824
1717852804970000000,0.610835
1717852804980000000,0.610845
1717852804990000000,0.610855
1717852805000000000,0.610865
1717852805010000000,0.610875
1717852805020000000,0.610885
1717852805030000000,0.610896
1717852805040000000,0.610906
1717852805050000000,0.610917
1717852805060000000,0.610928
1717852805070000000,0.610939
1717852805080000000,0.610951
1717852805090000000,0.610963
1717852805100000000,0.610975
1717852805110000000,0.610989
1717852805120000000,0.611003
1717852805130000000,0.611017
1717852805140000000,0.611032
1717852805150000000,0.611049
1717852805160000000,0.611066
1717852805170000000,0.611084
1717852805180000000,0.611102
1717852805190000000,0.611122
1717852805200000000,0.611143
1717852805210000000,0.611166
1717852805220000000,0.611189
1717852805230000000,0.611214
1717852805240000000,0.611239
1717852805250000000,0.611267
1717852805260000000,0.611295
1717852805270000000,0.611326
1717852805280000000,0.611357
1717852805290000000,0.611390
1717852805300000000,0.611425
1717852805310000000,0.611462
1717852805320000000,0.611500
1717852805330000000,0.611540
1717852805340000000,0.611582
1717852805350000000,0.611625
1717852805360000000,0.611671
1717852805370000000,0.611718
1717852805380000000,0.611768
1717852805390000000,0.611819
1717852805400000000,0.611873
1717852805410000000,0.611928
1717852805420000000,0.611986
1717852805430000000,0.612046
1717852805440000000,0.612109
1717852805450000000,0.612173
1717852805460000000,0.612240
1717852805470000000,0.612309
1717852805480000000,0.612381
1717852805490000000,0.612455
1717852805500000000,0.612532
1717852805510000000,0.612611
1717852805520000000,0.612693
1717852805530000000,0.612777
1717852805540000000,0.612864
1717852805550000000,0.612953
1717852805560000000,0.613045
1717852805570000000,0.613140
1717852805580000000,0.613238
1717852805590000000,0.613338
1717852805600000000,0.613441
1717852805610000000,0.613547
1717852805620000000,0.613656
1717852805630000000,0.613767
1717852805640000000,0.613882
1717852805650000000,0.613999
1717852805660000000,0.614119
1717852805670000000,0.614243
1717852805680000000,0.614369
1717852805690000000,0.614498
1717852805700000000,0.614630
1717852805710000000,0.614765
1717852805720000000,0.614903
1717852805730000000,0.615045
1717852805740000000,0.615189
1717852805750000000,0.615336
1717852805760000000,0.615486
1717852805770000000,0.615640
1717852805780000000,0.615796
1717852805790000000,0.615956
1717852805800000000,0.616118
1717852805810000000,0.616284
1717852805820000000,0.616453
1717852805830000000,0.616625
1717852805840000000,0.616800
1717852805850000000,0.616978
1717852805860000000,0.617159
1717852805870000000,0.617344
1717852805880000000,0.617531
1717852805890000000,0.617722
1717852805900000000,0.617915
1717852805910000000,0.618112
1717852805920000000,0.618312
1717852805930000000,0.618515
1717852805940000000,0.618720
1717852805950000000,0.618929
1717852805960000000,0.619141
1717852805970000000,0.619356
1717852805980000000,0.619574
1717852805990000000,0.619795
1717852806000000000,0.620019
1717852806010000000,0.620246
1717852806020000000,0.620476
1717852806030000000,0.620708
1717852806040000000,0.620944
1717852806050000000,0.621182
1717852806060000000,0.621424
1717852806070000000,0.621668
1717852806080000000,0.621915
1717852806090000000,0.622164
1717852806100000000,0.622417
1717852806110000000,0.622672
1717852806120000000,0.622930
1717852806130000000,0.623190
1717852806140000000,0.623453
1717852806150000000,0.623719
1717852806160000000,0.623987
1717852806170000000,0.624258
1717852806180000000,0.624531
1717852806190000000,0.624807
1717852806200000000,0.625085
1717852806210000000,0.625366
1717852806220000000,0.625649
1717852806230000000,0.625934
1717852806240000000,0.626221
1717852806250000000,0.626511
1717852806260000000,0.626803
1717852806270000000,0.627097
1717852806280000000,0.627393
1717852806290000000,0.627692
1717852806300000000,0.627992
1717852806310000000,0.628294
1717852806320000000,0.628598
1717852806330000000,0.628904
1717852806340000000,0.629212
1717852806350000000,0.629522
1717852806360000000,0.629834
1717852806370000000,0.630147
1717852806380000000,0.630461
1717852806390000000,0.630778
1717852806400000000,0.631096
1717852806410000000,0.631415
1717852806420000000,0.631736
1717852806430000000,0.632058
1717852806440000000,0.632382
1717852806450000000,0.632707
1717852806460000000,0.633033
1717852806470000000,0.633360
1717852806480000000,0.633689
1717852806490000000,0.634018
1717852806500000000,0.634348
1717852806510000000,0.634680
1717852806520000000,0.635012
1717852806530000000,0.635345
1717852806540000000,0.635679
1717852806550000000,0.636014
1717852806560000000,0.636350
1717852806570000000,0.636686
1717852806580000000,0.637022
1717852806590000000,0.637359
1717852806600000000,0.637697
1717852806610000000,0.638035
1717852806620000000,0.638373
1717852806630000000,0.638711
1717852806640000000,0.639050
1717852806650000000,0.639389
1717852806660000000,0.639728
1717852806670000000,0.640067
1717852806680000000,0.640406
1717852806690000000,0.640745
1717852806700000000,0.641084
1717852806710000000,0.641422
1717852806720000000,0.641761
1717852806730000000,0.642099
1717852806740000000,0.642436
1717852806750000000,0.642774
1717852806760000000,0.643110
1717852806770000000,0.643447
1717852806780000000,0.643782
1717852806790000000,0.644117
1717852806800000000,0.644451
1717852806810000000,0.644785
1717852806820000000,0.645117
1717852806830000000,0.645449
1717852806840000000,0.645780
1717852806850000000,0.646110
1717852806860000000,0.646439
1717852806870000000,0.646766
1717852806880000000,0.647093
1717852806890000000,0.647418
1717852806900000000,0.647742
1717852806910000000,0.648065
1717852806920000000,0.648386
1717852806930000000,0.648706
1717852806940000000,0.649024
1717852806950000000,0.649341
1717852806960000000,0.649657
1717852806970000000,0.649970
1717852806980000000,0.650282
1717852806990000000,0.650593
1717852807000000000,0.650901
1717852807010000000,0.651208
1717852807020000000,0.651513
1717852807030000000,0.651816
1717852807040000000,0.652117
1717852807050000000,0.652416
1717852807060000000,0.652712
1717852807070000000,0.653007
1717852807080000000,0.653300
1717852807090000000,0.653590
1717852807100000000,0.653879
1717852807110000000,0.654165
1717852807120000000,0.654448
1717852807130000000,0.654730
1717852807140000000,0.655009
1717852807150000000,0.655285
1717852807160000000,0.655559
1717852807170000000,0.655831
1717852807180000000,0.656100
1717852807190000000,0.656367
1717852807200000000,0.656631
1717852807210000000,0.656892
1717852807220000000,0.657151
1717852807230000000,0.657407
1717852807240000000,0.657660
1717852807250000000,0.657911
1717852807260000000,0.658158
1717852807270000000,0.658404
1717852807280000000,0.658646
1717852807290000000,0.658885
1717852807300000000,0.659122
1717852807310000000,0.659355
1717852807320000000,0.659586
1717852807330000000,0.659814
1717852807340000000,0.660039
1717852807350000000,0.660261
1717852807360000000,0.660480
1717852807370000000,0.660695
1717852807380000000,0.660908
1717852807390000000,0.661118
1717852807400000000,0.661325
1717852807410000000,0.661529
1717852807420000000,0.661730
1717852807430000000,0.661928
1717852807440000000,0.662122
1717852807450000000,0.662314
1717852807460000000,0.662502
1717852807470000000,0.662688
1717852807480000000,0.662870
1717852807490000000,0.663049
1717852807500000000,0.663225
1717852807510000000,0.663398
1717852807520000000,0.663568
1717852807530000000,0.663735
1717852807540000000,0.663898
1717852807550000000,0.664059
1717852807560000000,0.664217
1717852807570000000,0.664371
1717852807580000000,0.664522
1717852807590000000,0.664671
1717852807600000000,0.664816
1717852807610000000,0.664958
1717852807620000000,0.665097
1717852807630000000,0.665233
1717852807640000000,0.665366
1717852807650000000,0.665497
1717852807660000000,0.665624
1717852807670000000,0.665748
1717852807680000000,0.665869
1717852807690000000,0.665988
1717852807700000000,0.666103
1717852807710000000,0.666215
1717852807720000000,0.666325
1717852807730000000,0.666432
1717852807740000000,0.666536
1717852807750000000,0.666637
1717852807760000000,0.666736
1717852807770000000,0.666832
1717852807780000000,0.666925
1717852807790000000,0.667015
1717852807800000000,0.667103
1717852807810000000,0.667188
1717852807820000000,0.667270
1717852807830000000,0.667350
1717852807840000000,0.667428
1717852807850000000,0.667503
1717852807860000000,0.667575
1717852807870000000,0.667645
1717852807880000000,0.667713
1717852807890000000,0.667778
1717852807900000000,0.667841
1717852807910000000,0.667902
1717852807920000000,0.667961
1717852807930000000,0.668017
1717852807940000000,0.668071
1717852807950000000,0.668123
1717852807960000000,0.668174
1717852807970000000,0.668222
1717852807980000000,0.668268
1717852807990000000,0.668312
1717852808000000000,0.668355
1717852808010000000,0.668395
1717852808020000000,0.668434
1717852808030000000,0.668471
1717852808040000000,0.668506
1717852808050000000,0.668540
1717852808060000000,0.668572
1717852808070000000,0.668603
1717852808080000000,0.668632
1717852808090000000,0.668660
1717852808100000000,0.668686
1717852808110000000,0.668711
1717852808120000000,0.668735
1717852808130000000,0.668757
1717852808140000000,0.668779
1717852808150000000,0.668799
1717852808160000000,0.668818
1717852808170000000,0.668837
1717852808180000000,0.668854
1717852808190000000,0.668870
1717852808200000000,0.668886
1717852808210000000,0.668901
1717852808220000000,0.668915
1717852808230000000,0.668928
1717852808240000000,0.668941
1717852808250000000,0.668954
1717852808260000000,0.668965
1717852808270000000,0.668977
1717852808280000000,0.668988
1717852808290000000,0.668999
1717852808300000000,0.669009
1717852808310000000,0.669019
1717852808320000000,0.669029
1717852808330000000,0.669040
1717852808340000000,0.669050
1717852808350000000,0.669060
1717852808360000000,0.669070
1717852808370000000,0.669080
1717852808380000000,0.669091
1717852808390000000,0.669102
1717852808400000000,0.669113
1717852808410000000,0.669124
1717852808420000000,0.669136
1717852808430000000,0.669149
1717852808440000000,0.669162
1717852808450000000,0.669175
1717852808460000000,0.669190
1717852808470000000,0.669205
1717852808480000000,0.669221
1717852808490000000,0.669237
1717852808500000000,0.669255
1717852808510000000,0.669274
1717852808520000000,0.669293
1717852808530000000,0.669314
1717852808540000000,0.669336
1717852808550000000,0.669359
1717852808560000000,0.669383
1717852808570000000,0.669408
1717852808580000000,0.669435
1717852808590000000,0.669463
1717852808600000000,0.669493
1717852808610000000,0.669524
1717852808620000000,0.669557
1717852808630000000,0.669591
1717852808640000000,0.669627
1717852808650000000,0.669665
1717852808660000000,0.669704
1717852808670000000,0.669745
1717852808680000000,0.669788
1717852808690000000,0.669833
1717852808700000000,0.669880
1717852808710000000,0.669929
1717852808720000000,0.669979
1717852808730000000,0.670032
1717852808740000000,0.670087
1717852808750000000,0.670144
1717852808760000000,0.670204
1717852808770000000,0.670265
1717852808780000000,0.670329
1717852808790000000,0.670395
1717852808800000000,0.670464
1717852808810000000,0.670535
1717852808820000000,0.670608
1717852808830000000,0.670684
1717852808840000000,0.670762
1717852808850000000,0.670843
1717852808860000000,0.670926
1717852808870000000,0.671012
1717852808880000000,0.671101
1717852808890000000,0.671192
1717852808900000000,0.671286
1717852808910000000,0.671383
1717852808920000000,0.671482
1717852808930000000,0.671584
1717852808940000000,0.671689
1717852808950000000,0.671797
1717852808960000000,0.671907
1717852808970000000,0.672021
1717852808980000000,0.672137
1717852808990000000,0.672257
1717852809000000000,0.672379
1717852809010000000,0.672504
1717852809020000000,0.672632
1717852809030000000,0.672763
1717852809040000000,0.672897
1717852809050000000,0.673035
1717852809060000000,0.673175
1717852809070000000,0.673318
1717852809080000000,0.673464
1717852809090000000,0.673614
1717852809100000000,0.673766
1717852809110000000,0.673921
1717852809120000000,0.674080
1717852809130000000,0.674242
1717852809140000000,0.674406
1717852809150000000,0.674574
1717852809160000000,0.674745
1717852809170000000,0.674919
1717852809180000000,0.675096
1717852809190000000,0.675276
1717852809200000000,0.675460
1717852809210000000,0.675646
1717852809220000000,0.675836
1717852809230000000,0.676028
1717852809240000000,0.676224
1717852809250000000,0.676423
1717852809260000000,0.676624
1717852809270000000,0.676829
1717852809280000000,0.677037
1717852809290000000,0.677248
1717852809300000000,0.677462
1717852809310000000,0.677679
1717852809320000000,0.677899
1717852809330000000,0.678122
1717852809340000000,0.678348
1717852809350000000,0.678576
1717852809360000000,0.678808
1717852809370000000,0.679043
1717852809380000000,0.679280
1717852809390000000,0.679520
1717852809400000000,0.679764
1717852809410000000,0.680010
1717852809420000000,0.680258
1717852809430000000,0.680510
1717852809440000000,0.680764
1717852809450000000,0.681021
1717852809460000000,0.681281
1717852809470000000,0.681543
1717852809480000000,0.681808
1717852809490000000,0.682075
1717852809500000000,0.682345
1717852809510000000,0.682618
1717852809520000000,0.682892
1717852809530000000,0.683170
1717852809540000000,0.683450
1717852809550000000,0.683732
1717852809560000000,0.684016
1717852809570000000,0.684303
1717852809580000000,0.684592
1717852809590000000,0.684883
1717852809600000000,0.685177
1717852809610000000,0.685472
1717852809620000000,0.685770
1717852809630000000,0.686069
1717852809640000000,0.686371
1717852809650000000,0.686674
1717852809660000000,0.686980
1717852809670000000,0.687287
1717852809680000000,0.687596
1717852809690000000,0.687907
1717852809700000000,0.688220
1717852809710000000,0.688534
1717852809720000000,0.688850
1717852809730000000,0.689167
1717852809740000000,0.689486
1717852809750000000,0.689807
1717852809760000000,0.690128
1717852809770000000,0.690452
1717852809780000000,0.690776
1717852809790000000,0.691102
1717852809800000000,0.691429
1717852809810000000,0.691757
1717852809820000000,0.692086
1717852809830000000,0.692416
1717852809840000000,0.692747
1717852809850000000,0.693079
1717852809860000000,0.693412
1717852809870000000,0.693746
1717852809880000000,0.694080
1717852809890000000,0.694415
1717852809900000000,0.694751
1717852809910000000,0.695088
1717852809920000000,0.695424
1717852809930000000,0.695762
1717852809940000000,0.696100
1717852809950000000,0.696438
1717852809960000000,0.696776
1717852809970000000,0.697115
1717852809980000000,0.697454
1717852809990000000,0.697793
1717852810000000000,0.698132
1717852810010000000,0.698471
1717852810020000000,0.698810
1717852810030000000,0.699149
1717852810040000000,0.699487
1717852810050000000,0.699826
1717852810060000000,0.700164
1717852810070000000,0.700502
1717852810080000000,0.700839
1717852810090000000,0.701176
1717852810100000000,0.701512
1717852810110000000,0.701848
1717852810120000000,0.702183
1717852810130000000,0.702518
1717852810140000000,0.702851
1717852810150000000,0.703184
1717852810160000000,0.703516
1717852810170000000,0.703848
1717852810180000000,0.704178
1717852810190000000,0.704507
1717852810200000000,0.704835
1717852810210000000,0.705162
1717852810220000000,0.705487
1717852810230000000,0.705812
1717852810240000000,0.706135
1717852810250000000,0.706457
1717852810260000000,0.706777
1717852810270000000,0.707096
1717852810280000000,0.707414
1717852810290000000,0.707729
1717852810300000000,0.708044
1717852810310000000,0.708356
1717852810320000000,0.708667
1717852810330000000,0.708976
1717852810340000000,0.709284
1717852810350000000,0.709589
1717852810360000000,0.709893
1717852810370000000,0.710194
1717852810380000000,0.710494
1717852810390000000,0.710791
1717852810400000000,0.711087
1717852810410000000,0.711380
1717852810420000000,0.711671
1717852810430000000,0.711960
1717852810440000000,0.712247
1717852810450000000,0.712532
1717852810460000000,0.712814
1717852810470000000,0.713094
1717852810480000000,0.713371
1717852810490000000,0.713646
1717852810500000000,0.713918
1717852810510000000,0.714188
1717852810520000000,0.714456
1717852810530000000,0.714721
1717852810540000000,0.714983
1717852810550000000,0.715242
1717852810560000000,0.715499
1717852810570000000,0.715754
1717852810580000000,0.716005
1717852810590000000,0.716254
1717852810600000000,0.716500
1717852810610000000,0.716743
1717852810620000000,0.716983
1717852810630000000,0.717221
1717852810640000000,0.717455
1717852810650000000,0.717687
1717852810660000000,0.717916
1717852810670000000,0.718142
1717852810680000000,0.718365
1717852810690000000,0.718585
1717852810700000000,0.718801
1717852810710000000,0.719015
1717852810720000000,0.719226
1717852810730000000,0.719434
1717852810740000000,0.719639
