timestamp_ns,value_kN
1722762001100000000,0.000
1722762001110000000,0.075
1722762001120000000,0.172
1722762001130000000,0.000
1722762001140000000,0.072
1722762001150000000,0.000
1722762001160000000,0.166
1722762001170000000,0.000
1722762001180000000,0.000
1722762001190000000,0.195
1722762001200000000,0.158
1722762001210000000,0.000
1722762001220000000,0.000
1722762001230000000,0.000
1722762001240000000,0.000
1722762001250000000,0.102
1722762001260000000,0.096
1722762001270000000,0.000
1722762001280000000,0.000
1722762001290000000,0.161
1722762001300000000,0.033
1722762001310000000,0.000
1722762001320000000,0.000
1722762001330000000,0.077
1722762001340000000,0.000
1722762001350000000,0.397
1722762001360000000,0.069
1722762001370000000,0.000
1722762001380000000,0.000
1722762001390000000,0.159
1722762001400000000,0.000
1722762001410000000,0.141
1722762001420000000,0.000
1722762001430000000,0.000
1722762001440000000,0.148
1722762001450000000,0.101
1722762001460000000,0.010
1722762001470000000,0.054
1722762001480000000,0.175
1722762001490000000,0.000
1722762001500000000,0.106
1722762001510000000,0.000
1722762001520000000,0.029
1722762001530000000,0.184
1722762001540000000,0.057
1722762001550000000,0.000
1722762001560000000,0.132
1722762001570000000,0.000
1722762001580000000,0.000
1722762001590000000,0.082
1722762001600000000,0.000
1722762001610000000,0.000
1722762001620000000,0.000
1722762001630000000,0.000
1722762001640000000,0.243
1722762001650000000,0.000
1722762001660000000,0.000
1722762001670000000,0.000
1722762001680000000,0.000
1722762001690000000,0.000
1722762001700000000,0.097
1722762001710000000,0.078
1722762001720000000,0.044
1722762001730000000,0.000
1722762001740000000,0.000
1722762001750000000,0.011
1722762001760000000,0.010
1722762001770000000,0.012
1722762001780000000,0.000
1722762001790000000,0.257
1722762001800000000,0.000
1722762001810000000,0.000
1722762001820000000,0.049
1722762001830000000,0.000
1722762001840000000,0.000
1722762001850000000,0.055
1722762001860000000,0.000
1722762001870000000,0.000
1722762001880000000,0.105
1722762001890000000,0.136
1722762001900000000,0.000
1722762001910000000,0.000
1722762001920000000,0.206
1722762001930000000,0.000
1722762001940000000,0.058
1722762001950000000,0.000
1722762001960000000,0.000
1722762001970000000,0.000
1722762001980000000,0.000
1722762001990000000,0.000
1722762002000000000,0.050
1722762002009999999,0.000
1722762002020000000,0.128
1722762002029999999,0.176
1722762002040000000,0.262
1722762002049999999,0.000
1722762002060000000,0.510
1722762002069999999,0.717
1722762002080000000,0.509
1722762002089999999,0.724
1722762002100000000,0.573
1722762002109999999,0.502
1722762002120000000,0.874
1722762002130000000,0.912
1722762002140000000,0.847
1722762002150000000,1.038
1722762002160000000,1.083
1722762002170000000,1.212
1722762002180000000,0.846
1722762002190000000,0.930
1722762002200000000,1.599
1722762002210000000,1.866
1722762002220000000,2.090
1722762002230000000,1.678
1722762002240000000,1.534
1722762002250000000,2.083
1722762002260000000,1.930
1722762002270000000,1.980
1722762002280000000,2.222
1722762002290000000,1.772
1722762002300000000,2.105
1722762002310000000,2.236
1722762002320000000,2.665
1722762002330000000,2.620
1722762002340000000,2.406
1722762002350000000,3.205
1722762002360000000,2.476
1722762002370000000,3.141
1722762002380000000,2.778
1722762002390000000,2.812
1722762002400000000,2.927
1722762002410000000,3.366
1722762002420000000,3.090
1722762002430000000,3.489
1722762002440000000,3.136
1722762002450000000,3.415
1722762002460000000,3.171
1722762002470000000,3.340
1722762002480000000,3.744
1722762002490000000,4.084
1722762002500000000,3.484
1722762002510000000,3.433
1722762002520000000,3.736
1722762002530000000,3.537
1722762002540000000,4.007
1722762002550000000,3.399
1722762002560000000,3.963
1722762002570000000,3.601
1722762002580000000,4.787
1722762002590000000,4.341
1722762002600000000,4.176
1722762002610000000,4.193
1722762002620000000,4.857
1722762002630000000,4.646
1722762002640000000,4.698
1722762002650000000,5.086
1722762002660000000,4.324
1722762002670000000,4.783
1722762002680000000,5.024
1722762002690000000,5.139
1722762002700000000,5.584
1722762002710000000,4.997
1722762002720000000,5.636
1722762002730000000,5.505
1722762002740000000,5.458
1722762002750000000,5.480
1722762002760000000,5.957
1722762002770000000,5.864
1722762002780000000,5.699
1722762002790000000,6.187
1722762002800000000,6.102
1722762002810000000,5.786
1722762002820000000,6.388
1722762002830000000,5.966
1722762002840000000,6.018
1722762002850000000,5.984
1722762002860000000,5.963
1722762002870000000,5.754
1722762002880000000,6.357
1722762002890000000,7.028
1722762002900000000,6.849
1722762002910000000,6.827
1722762002920000000,7.062
1722762002930000000,7.145
1722762002940000000,6.924
1722762002950000000,6.540
1722762002960000000,7.304
1722762002970000000,7.384
1722762002980000000,7.791
1722762002990000000,7.010
1722762003000000000,8.367
1722762003010000000,8.134
1722762003020000000,8.701
1722762003030000000,7.917
1722762003040000000,8.675
1722762003050000000,8.296
1722762003060000000,8.363
1722762003070000000,8.826
1722762003080000000,7.759
1722762003090000000,8.368
1722762003100000000,8.098
1722762003110000000,7.998
1722762003120000000,8.478
1722762003130000000,8.597
1722762003140000000,8.195
1722762003150000000,8.498
1722762003160000000,7.926
1722762003170000000,8.445
1722762003180000000,8.173
1722762003190000000,8.514
1722762003200000000,8.257
1722762003210000000,8.603
1722762003220000000,7.957
1722762003230000000,7.725
1722762003240000000,8.194
1722762003250000000,8.647
1722762003260000000,8.720
1722762003270000000,9.234
1722762003280000000,8.755
1722762003290000000,8.313
1722762003300000000,8.676
1722762003310000000,8.744
1722762003320000000,8.608
1722762003330000000,8.142
1722762003340000000,8.482
1722762003350000000,8.491
1722762003360000000,8.602
1722762003370000000,8.295
1722762003380000000,8.623
1722762003390000000,8.972
1722762003400000000,8.368
1722762003410000000,8.847
1722762003420000000,8.794
1722762003430000000,8.778
1722762003440000000,9.522
1722762003450000000,8.583
1722762003460000000,8.814
1722762003470000000,8.798
1722762003480000000,9.007
1722762003490000000,8.998
1722762003500000000,8.694
1722762003510000000,8.413
1722762003520000000,9.462
1722762003530000000,9.261
1722762003540000000,8.725
1722762003550000000,8.957
1722762003560000000,8.695
1722762003570000000,8.831
1722762003580000000,8.447
1722762003590000000,9.112
1722762003600000000,9.342
1722762003610000000,9.629
1722762003620000000,9.315
1722762003630000000,8.965
1722762003640000000,8.901
1722762003650000000,9.778
1722762003660000000,8.757
1722762003670000000,9.165
1722762003680000000,8.992
1722762003690000000,9.059
1722762003700000000,8.896
1722762003710000000,9.116
1722762003720000000,9.192
1722762003730000000,9.883
1722762003740000000,9.586
1722762003750000000,8.929
1722762003760000000,9.132
1722762003770000000,8.784
1722762003780000000,9.699
1722762003790000000,9.418
1722762003800000000,9.444
1722762003810000000,9.687
1722762003820000000,9.985
1722762003830000000,9.557
1722762003840000000,9.297
1722762003850000000,9.590
1722762003860000000,9.967
1722762003870000000,9.851
1722762003880000000,9.624
1722762003890000000,9.594
1722762003900000000,9.636
1722762003910000000,9.171
1722762003920000000,9.637
1722762003930000000,9.736
1722762003940000000,9.595
1722762003950000000,10.231
1722762003960000000,9.600
1722762003970000000,10.104
1722762003980000000,9.661
1722762003990000000,9.807
1722762004000000000,10.499
1722762004010000000,9.955
1722762004019999999,9.659
1722762004030000000,9.740
1722762004040000000,10.419
1722762004050000000,10.229
1722762004059999999,9.816
1722762004070000000,9.504
1722762004080000000,10.412
1722762004090000000,10.586
1722762004099999999,10.264
1722762004110000000,9.512
1722762004120000000,10.468
1722762004130000000,9.991
1722762004139999999,10.073
1722762004150000000,11.066
1722762004160000000,9.445
1722762004170000000,10.129
1722762004179999999,9.592
1722762004190000000,9.982
1722762004200000000,10.159
1722762004210000000,10.410
1722762004219999999,9.997
1722762004230000000,11.071
1722762004240000000,10.502
1722762004250000000,11.104
1722762004260000000,10.308
1722762004269999999,10.650
1722762004280000000,10.404
1722762004290000000,10.436
1722762004300000000,10.640
1722762004310000000,10.371
1722762004320000000,11.065
1722762004330000000,11.137
1722762004340000000,10.686
1722762004350000000,11.186
1722762004360000000,11.156
1722762004370000000,10.896
1722762004380000000,11.595
1722762004390000000,10.644
1722762004400000000,11.359
1722762004410000000,11.014
1722762004420000000,11.352
1722762004430000000,11.050
1722762004440000000,11.111
1722762004450000000,11.000
1722762004460000000,11.421
1722762004470000000,11.161
1722762004480000000,11.753
1722762004490000000,11.389
1722762004500000000,11.611
1722762004510000000,11.534
1722762004520000000,11.740
1722762004530000000,12.152
1722762004540000000,12.264
1722762004550000000,12.341
1722762004560000000,11.386
1722762004570000000,11.452
1722762004580000000,11.811
1722762004590000000,12.065
1722762004600000000,12.436
1722762004610000000,11.667
1722762004620000000,12.021
1722762004630000000,12.103
1722762004640000000,12.309
1722762004650000000,12.283
1722762004660000000,12.548
1722762004670000000,12.564
1722762004680000000,12.491
1722762004690000000,12.445
1722762004700000000,12.880
1722762004710000000,12.235
1722762004720000000,12.813
1722762004730000000,12.498
1722762004740000000,12.608
1722762004750000000,12.680
1722762004760000000,12.939
1722762004770000000,12.580
1722762004780000000,12.660
1722762004790000000,12.748
1722762004800000000,12.292
1722762004810000000,13.201
1722762004820000000,12.510
1722762004830000000,13.112
1722762004840000000,13.227
1722762004850000000,13.360
1722762004860000000,13.205
1722762004870000000,13.311
1722762004880000000,13.181
1722762004890000000,13.262
1722762004900000000,12.930
1722762004910000000,13.603
1722762004920000000,13.208
1722762004930000000,13.493
1722762004940000000,13.311
1722762004950000000,13.841
1722762004960000000,13.389
1722762004970000000,13.962
1722762004980000000,13.722
1722762004990000000,13.717
1722762005000000000,13.452
1722762005010000000,13.435
1722762005020000000,14.270
1722762005030000000,14.020
1722762005040000000,14.646
1722762005050000000,14.388
1722762005060000000,14.142
1722762005070000000,14.781
1722762005080000000,14.137
1722762005090000000,15.183
1722762005100000000,13.862
1722762005110000000,14.228
1722762005120000000,14.598
1722762005130000000,14.706
1722762005140000000,15.454
1722762005150000000,14.842
1722762005160000000,14.841
1722762005170000000,14.751
1722762005180000000,15.516
1722762005190000000,14.656
1722762005200000000,15.106
1722762005210000000,14.711
1722762005220000000,14.941
1722762005230000000,15.339
1722762005240000000,15.178
1722762005250000000,15.122
1722762005260000000,15.667
1722762005270000000,15.013
1722762005280000000,15.190
1722762005290000000,15.542
1722762005300000000,16.088
1722762005310000000,15.469
1722762005320000000,15.674
1722762005330000000,15.823
1722762005340000000,16.074
1722762005350000000,15.578
1722762005360000000,16.112
1722762005370000000,15.797
1722762005380000000,16.294
1722762005390000000,16.083
1722762005400000000,16.855
1722762005410000000,16.565
1722762005420000000,15.889
1722762005430000000,16.538
1722762005440000000,16.606
1722762005450000000,16.836
1722762005460000000,16.167
1722762005470000000,16.677
1722762005480000000,16.673
1722762005490000000,16.654
1722762005500000000,16.984
1722762005510000000,17.170
1722762005520000000,16.590
1722762005530000000,17.104
1722762005540000000,17.134
1722762005550000000,16.617
1722762005560000000,17.420
1722762005570000000,17.633
1722762005580000000,16.860
1722762005590000000,17.488
1722762005600000000,17.540
1722762005610000000,17.500
1722762005620000000,17.881
1722762005630000000,17.771
1722762005640000000,17.717
1722762005650000000,17.866
1722762005660000000,18.499
1722762005670000000,17.975
1722762005680000000,18.371
1722762005690000000,17.348
1722762005700000000,17.487
1722762005710000000,18.623
1722762005720000000,17.147
1722762005730000000,18.340
1722762005740000000,18.589
1722762005750000000,18.154
1722762005760000000,18.252
1722762005770000000,18.513
1722762005780000000,18.543
1722762005790000000,18.310
1722762005800000000,18.511
1722762005810000000,18.520
1722762005820000000,19.025
1722762005830000000,19.167
1722762005840000000,18.743
1722762005850000000,18.717
1722762005860000000,19.149
1722762005870000000,18.884
1722762005880000000,19.022
1722762005890000000,18.586
1722762005900000000,18.848
1722762005910000000,19.142
1722762005920000000,19.747
1722762005930000000,19.177
1722762005940000000,18.921
1722762005950000000,19.616
1722762005960000000,19.607
1722762005970000000,19.621
1722762005980000000,19.623
1722762005990000000,19.703
1722762006000000000,19.809
1722762006010000000,19.884
1722762006020000000,20.125
1722762006030000000,19.804
1722762006040000000,19.705
1722762006050000000,19.884
1722762006060000000,19.771
1722762006070000000,19.779
1722762006080000000,19.717
1722762006090000000,19.797
1722762006100000000,20.054
1722762006110000000,20.241
1722762006120000000,20.260
1722762006130000000,20.612
1722762006140000000,20.580
1722762006150000000,20.084
1722762006160000000,20.260
1722762006170000000,20.321
1722762006180000000,20.479
1722762006190000000,20.358
1722762006200000000,20.743
1722762006210000000,20.405
1722762006220000000,21.009
1722762006230000000,20.560
1722762006240000000,20.307
1722762006250000000,20.977
1722762006260000000,21.111
1722762006270000000,20.291
1722762006280000000,20.728
1722762006290000000,20.298
1722762006300000000,20.484
1722762006310000000,21.282
1722762006320000000,21.261
1722762006330000000,21.100
1722762006340000000,20.650
1722762006350000000,21.366
1722762006360000000,21.181
1722762006370000000,21.179
1722762006380000000,20.998
1722762006390000000,21.162
1722762006400000000,21.370
1722762006410000000,21.086
1722762006420000000,21.301
1722762006430000000,21.494
1722762006440000000,21.830
1722762006450000000,21.491
1722762006460000000,21.873
1722762006470000000,21.271
1722762006480000000,22.287
1722762006490000000,21.310
1722762006500000000,21.480
1722762006510000000,21.974
1722762006520000000,21.993
1722762006530000000,22.119
1722762006540000000,22.050
1722762006550000000,22.048
1722762006560000000,21.722
1722762006570000000,22.184
1722762006580000000,22.111
1722762006590000000,21.946
1722762006600000000,21.857
1722762006610000000,22.478
1722762006620000000,22.395
1722762006630000000,22.096
1722762006640000000,22.295
1722762006650000000,22.406
1722762006660000000,22.356
1722762006670000000,21.707
1722762006680000000,22.781
1722762006690000000,21.802
1722762006700000000,22.382
1722762006710000000,22.798
1722762006720000000,22.408
1722762006730000000,22.489
1722762006740000000,22.409
1722762006750000000,22.401
1722762006760000000,22.663
1722762006770000000,22.090
1722762006780000000,22.167
1722762006790000000,22.845
1722762006800000000,23.146
1722762006810000000,22.452
1722762006820000000,22.839
1722762006830000000,22.840
1722762006840000000,22.956
1722762006850000000,22.413
1722762006860000000,22.823
1722762006870000000,22.501
1722762006880000000,23.044
1722762006890000000,23.468
1722762006900000000,22.637
1722762006910000000,22.487
1722762006920000000,23.330
1722762006930000000,22.662
1722762006940000000,23.198
1722762006950000000,23.177
1722762006960000000,22.921
1722762006970000000,23.478
1722762006980000000,22.786
1722762006990000000,22.730
1722762007000000000,22.995
1722762007010000000,23.067
1722762007020000000,23.255
1722762007030000000,23.378
1722762007040000000,22.754
1722762007050000000,23.481
1722762007060000000,23.131
1722762007070000000,23.162
1722762007080000000,23.535
1722762007090000000,23.268
1722762007100000000,23.918
1722762007110000000,23.190
1722762007120000000,23.330
1722762007130000000,23.661
1722762007140000000,23.681
1722762007150000000,23.095
1722762007160000000,23.628
1722762007170000000,24.208
1722762007180000000,22.918
1722762007190000000,23.333
1722762007200000000,23.430
1722762007210000000,23.055
1722762007220000000,22.876
1722762007230000000,23.388
1722762007240000000,23.792
1722762007250000000,23.730
1722762007260000000,24.181
1722762007270000000,23.502
1722762007280000000,23.316
1722762007290000000,23.908
1722762007300000000,23.203
1722762007310000000,23.685
1722762007320000000,23.688
1722762007330000000,23.784
1722762007340000000,24.273
1722762007350000000,23.480
1722762007360000000,23.843
1722762007370000000,23.532
1722762007380000000,24.239
1722762007390000000,23.805
1722762007400000000,24.045
1722762007410000000,23.835
1722762007420000000,24.157
1722762007430000000,23.799
1722762007440000000,23.488
1722762007450000000,23.816
1722762007460000000,23.870
1722762007470000000,23.763
1722762007480000000,24.319
1722762007490000000,23.738
1722762007500000000,24.335
1722762007510000000,23.875
1722762007520000000,23.733
1722762007530000000,23.932
1722762007540000000,24.053
1722762007550000000,24.200
1722762007560000000,24.325
1722762007570000000,24.271
1722762007580000000,23.995
1722762007590000000,24.124
1722762007600000000,24.858
1722762007610000000,24.335
1722762007620000000,24.127
1722762007630000000,24.610
1722762007640000000,24.241
1722762007650000000,24.150
1722762007660000000,24.053
1722762007670000000,23.929
1722762007680000000,23.983
1722762007690000000,24.197
1722762007700000000,24.609
1722762007710000000,23.653
1722762007720000000,24.193
1722762007730000000,24.226
1722762007740000000,23.940
1722762007750000000,24.012
1722762007760000000,24.610
1722762007770000000,23.874
1722762007780000000,24.288
1722762007790000000,24.841
1722762007800000000,24.210
1722762007810000000,24.552
1722762007820000000,24.167
1722762007830000000,23.976
1722762007840000000,24.230
1722762007850000000,24.630
1722762007860000000,24.295
1722762007870000000,24.011
1722762007880000000,24.439
1722762007890000000,24.360
1722762007900000000,24.437
1722762007910000000,24.235
1722762007920000000,24.371
1722762007930000000,24.719
1722762007940000000,24.492
1722762007950000000,24.582
1722762007960000000,23.983
1722762007970000000,24.086
1722762007980000000,24.534
1722762007990000000,24.875
1722762008000000000,24.685
1722762008010000000,24.038
1722762008020000000,24.297
1722762008029999999,24.370
1722762008039999999,24.129
1722762008050000000,24.628
1722762008060000000,24.385
1722762008070000000,24.385
1722762008080000000,24.475
1722762008090000000,24.404
1722762008100000000,24.515
1722762008109999999,24.364
1722762008119999999,25.174
1722762008130000000,24.723
1722762008140000000,24.025
1722762008150000000,24.712
1722762008160000000,24.388
1722762008170000000,24.045
1722762008180000000,24.431
1722762008189999999,24.555
1722762008199999999,24.046
1722762008210000000,24.810
1722762008220000000,24.231
1722762008230000000,24.186
1722762008240000000,24.409
1722762008250000000,25.114
1722762008260000000,24.323
1722762008270000000,24.901
1722762008279999999,24.671
1722762008289999999,25.027
1722762008300000000,24.301
1722762008310000000,24.499
1722762008320000000,24.812
1722762008330000000,24.515
1722762008340000000,24.406
1722762008350000000,24.576
1722762008359999999,24.300
1722762008369999999,24.771
1722762008380000000,24.808
1722762008390000000,23.981
1722762008400000000,24.557
1722762008410000000,23.824
1722762008420000000,24.711
1722762008430000000,24.500
1722762008439999999,24.771
1722762008449999999,25.256
1722762008460000000,24.564
1722762008470000000,24.654
1722762008480000000,25.008
1722762008490000000,24.746
1722762008500000000,24.718
1722762008510000000,24.270
1722762008520000000,24.259
1722762008529999999,24.960
1722762008539999999,24.992
1722762008550000000,24.371
1722762008560000000,24.651
1722762008570000000,24.482
1722762008580000000,24.781
1722762008590000000,24.998
1722762008600000000,24.522
1722762008610000000,24.758
1722762008620000000,24.764
1722762008630000000,24.924
1722762008640000000,24.644
1722762008650000000,24.944
1722762008660000000,24.463
1722762008670000000,25.127
1722762008680000000,24.472
1722762008690000000,24.927
1722762008700000000,24.773
1722762008710000000,25.054
1722762008720000000,25.115
1722762008730000000,24.701
1722762008740000000,24.537
1722762008750000000,24.538
1722762008760000000,25.225
1722762008770000000,25.072
1722762008780000000,24.788
1722762008790000000,24.701
1722762008800000000,24.711
1722762008810000000,24.861
1722762008820000000,25.568
1722762008830000000,24.894
1722762008840000000,25.470
1722762008850000000,24.633
1722762008860000000,25.151
1722762008870000000,24.396
1722762008880000000,24.754
1722762008890000000,25.127
1722762008900000000,25.285
1722762008910000000,24.325
1722762008920000000,24.794
1722762008930000000,24.723
1722762008940000000,24.602
1722762008950000000,25.162
1722762008960000000,24.471
1722762008970000000,24.603
1722762008980000000,24.495
1722762008990000000,24.709
1722762009000000000,24.899
1722762009010000000,25.094
1722762009020000000,25.301
1722762009030000000,24.893
1722762009040000000,25.092
1722762009050000000,25.018
1722762009060000000,24.511
1722762009070000000,24.534
1722762009080000000,25.083
1722762009090000000,25.035
1722762009100000000,24.564
1722762009110000000,25.021
1722762009120000000,24.854
1722762009130000000,25.526
1722762009140000000,25.107
1722762009150000000,24.993
1722762009160000000,24.858
1722762009170000000,25.226
1722762009180000000,24.487
1722762009190000000,25.294
1722762009200000000,24.810
1722762009210000000,25.129
1722762009220000000,25.602
1722762009230000000,24.731
1722762009240000000,24.651
1722762009250000000,25.424
1722762009260000000,25.206
1722762009270000000,24.922
1722762009280000000,25.054
1722762009290000000,24.871
1722762009300000000,24.871
1722762009310000000,25.034
1722762009320000000,25.250
1722762009330000000,24.789
1722762009340000000,24.486
1722762009350000000,25.282
1722762009360000000,25.203
1722762009370000000,25.159
1722762009380000000,24.883
1722762009390000000,25.706
1722762009400000000,25.446
1722762009410000000,24.631
1722762009420000000,24.872
1722762009430000000,24.832
1722762009440000000,25.527
1722762009450000000,24.981
1722762009460000000,25.087
1722762009470000000,25.016
1722762009480000000,25.144
1722762009490000000,25.324
1722762009500000000,25.646
1722762009510000000,25.032
1722762009520000000,25.268
1722762009530000000,25.192
1722762009540000000,25.317
1722762009550000000,25.194
1722762009560000000,25.171
1722762009570000000,24.641
1722762009580000000,25.026
1722762009590000000,25.359
1722762009600000000,24.948
1722762009610000000,24.960
1722762009620000000,25.275
1722762009630000000,25.246
1722762009640000000,25.203
1722762009650000000,24.929
1722762009660000000,24.555
1722762009670000000,25.057
1722762009680000000,24.744
1722762009690000000,25.066
1722762009700000000,25.277
1722762009710000000,25.036
1722762009720000000,25.062
1722762009730000000,25.264
1722762009740000000,25.319
1722762009750000000,24.549
1722762009760000000,24.643
1722762009770000000,25.259
1722762009780000000,25.607
1722762009790000000,25.381
1722762009800000000,24.734
1722762009810000000,25.333
1722762009820000000,25.091
1722762009830000000,24.773
1722762009840000000,25.016
1722762009850000000,24.557
1722762009860000000,24.908
1722762009870000000,25.296
1722762009880000000,24.849
1722762009890000000,24.941
1722762009900000000,24.658
1722762009910000000,24.405
1722762009920000000,25.014
1722762009930000000,24.999
1722762009940000000,25.202
1722762009950000000,24.601
1722762009960000000,24.817
1722762009970000000,25.500
1722762009980000000,24.455
1722762009990000000,25.008
1722762010000000000,25.243
1722762010010000000,25.025
1722762010020000000,25.304
1722762010030000000,25.456
1722762010040000000,25.789
1722762010050000000,24.998
1722762010060000000,24.901
1722762010070000000,25.010
1722762010080000000,25.236
1722762010090000000,25.030
1722762010100000000,24.410
1722762010110000000,24.923
1722762010120000000,24.271
1722762010130000000,24.870
1722762010140000000,24.835
1722762010150000000,25.058
1722762010160000000,24.883
1722762010170000000,25.070
1722762010180000000,24.625
1722762010190000000,25.086
1722762010200000000,25.292
1722762010210000000,25.458
1722762010220000000,24.871
1722762010230000000,24.521
1722762010240000000,24.939
1722762010250000000,25.177
1722762010260000000,24.938
1722762010270000000,24.986
1722762010280000000,25.358
1722762010290000000,25.167
1722762010300000000,25.388
1722762010310000000,25.216
1722762010320000000,24.652
1722762010330000000,25.707
1722762010340000000,24.911
1722762010350000000,25.044
1722762010360000000,25.431
1722762010370000000,24.881
1722762010380000000,25.094
1722762010390000000,25.091
1722762010400000000,24.553
1722762010410000000,24.770
1722762010420000000,25.091
1722762010430000000,25.239
1722762010440000000,24.964
1722762010450000000,25.452
1722762010460000000,24.589
1722762010470000000,25.274
1722762010480000000,24.680
1722762010490000000,25.021
1722762010500000000,25.201
1722762010510000000,25.108
1722762010520000000,24.439
1722762010530000000,25.100
1722762010540000000,24.997
1722762010550000000,25.184
1722762010560000000,25.126
1722762010570000000,25.180
1722762010580000000,24.892
1722762010590000000,25.403
1722762010600000000,24.947
1722762010610000000,25.094
1722762010620000000,24.875
1722762010630000000,25.265
1722762010640000000,25.507
1722762010650000000,24.866
1722762010660000000,25.583
1722762010670000000,25.098
1722762010680000000,25.078
1722762010690000000,25.451
1722762010700000000,25.192
1722762010710000000,25.165
1722762010720000000,24.710
1722762010730000000,24.805
1722762010740000000,25.584
1722762010750000000,25.698
1722762010760000000,24.678
1722762010770000000,25.112
1722762010780000000,24.984
1722762010790000000,24.534
1722762010800000000,25.074
1722762010810000000,25.031
1722762010820000000,25.518
1722762010830000000,24.687
1722762010840000000,24.756
1722762010850000000,24.787
1722762010860000000,25.099
1722762010870000000,25.293
1722762010880000000,25.039
1722762010890000000,24.852
1722762010900000000,24.853
1722762010910000000,24.837
1722762010920000000,25.024
1722762010930000000,25.894
1722762010940000000,24.487
1722762010950000000,25.162
1722762010960000000,25.197
1722762010970000000,24.583
1722762010980000000,24.535
1722762010990000000,24.678
1722762011000000000,25.323
1722762011010000000,24.846
1722762011020000000,24.774
1722762011030000000,24.951
1722762011040000000,25.329
1722762011050000000,24.558
1722762011060000000,24.682
1722762011070000000,24.645
1722762011080000000,24.765
1722762011090000000,25.186
1722762011100000000,24.616
1722762011110000000,25.114
1722762011120000000,25.311
1722762011130000000,25.409
1722762011140000000,24.408
1722762011150000000,24.928
1722762011160000000,24.552
1722762011170000000,24.921
1722762011180000000,25.360
1722762011190000000,25.519
1722762011200000000,24.643
1722762011210000000,25.404
1722762011220000000,24.906
1722762011230000000,24.467
1722762011240000000,25.055
1722762011250000000,24.740
1722762011260000000,24.423
1722762011270000000,25.004
1722762011280000000,24.895
1722762011290000000,25.196
1722762011300000000,25.085
1722762011310000000,25.074
1722762011320000000,25.212
1722762011330000000,25.052
1722762011340000000,24.945
1722762011350000000,25.466
1722762011360000000,24.907
1722762011370000000,24.824
1722762011380000000,24.880
1722762011390000000,24.621
1722762011400000000,24.964
1722762011410000000,24.960
1722762011420000000,25.102
1722762011430000000,25.763
1722762011440000000,25.194
1722762011450000000,25.606
1722762011460000000,25.353
1722762011470000000,25.052
1722762011480000000,25.324
1722762011490000000,25.242
1722762011500000000,25.203
1722762011510000000,24.864
1722762011520000000,24.824
1722762011530000000,24.926
1722762011540000000,24.305
1722762011550000000,24.770
1722762011560000000,24.465
1722762011570000000,25.586
1722762011580000000,25.202
1722762011590000000,25.126
1722762011600000000,25.119
1722762011610000000,24.913
1722762011620000000,24.779
1722762011630000000,25.036
