timestamp_ns,value_g
1724058002910000000,0.011
1724058002920000000,0.118
1724058002930000000,-0.097
1724058002940000000,-0.143
1724058002950000000,-0.044
1724058002960000000,0.043
1724058002970000000,0.042
1724058002980000000,0.018
1724058002990000000,0.050
1724058003000000000,0.080
1724058003010000000,-0.016
1724058003020000000,0.069
1724058003030000000,0.090
1724058003040000000,-0.039
1724058003050000000,-0.119
1724058003060000000,0.044
1724058003070000000,-0.028
1724058003080000000,0.258
1724058003090000000,0.048
1724058003100000000,-0.061
1724058003110000000,0.159
1724058003120000000,-0.149
1724058003130000000,0.118
1724058003140000000,0.045
1724058003150000000,0.074
1724058003160000000,-0.094
1724058003170000000,-0.054
1724058003180000000,-0.130
1724058003190000000,0.082
1724058003200000000,-0.028
1724058003210000000,0.026
1724058003220000000,0.164
1724058003230000000,0.018
1724058003240000000,0.078
1724058003250000000,-0.072
1724058003260000000,-0.045
1724058003270000000,0.011
1724058003280000000,-0.021
1724058003290000000,0.066
1724058003300000000,-0.086
1724058003310000000,-0.088
1724058003320000000,-0.050
1724058003330000000,0.015
1724058003340000000,0.024
1724058003350000000,0.034
1724058003360000000,0.010
1724058003370000000,-0.038
1724058003380000000,-0.023
1724058003390000000,-0.095
1724058003400000000,-0.070
1724058003410000000,0.014
1724058003420000000,-0.108
1724058003430000000,-0.085
1724058003440000000,-0.015
1724058003450000000,-0.000
1724058003460000000,-0.010
1724058003470000000,-0.099
1724058003480000000,-0.064
1724058003490000000,-0.074
1724058003500000000,0.009
1724058003510000000,0.020
1724058003520000000,-0.027
1724058003530000000,-0.124
1724058003540000000,-0.031
1724058003550000000,0.021
1724058003560000000,-0.037
1724058003570000000,-0.047
1724058003580000000,-0.026
1724058003590000000,-0.061
1724058003600000000,0.019
1724058003610000000,-0.131
1724058003620000000,0.007
1724058003630000000,0.009
1724058003640000000,-0.046
1724058003650000000,0.030
1724058003660000000,-0.142
1724058003670000000,0.005
1724058003680000000,0.048
1724058003690000000,0.064
1724058003700000000,-0.028
1724058003710000000,0.111
1724058003720000000,-0.013
1724058003730000000,-0.074
1724058003740000000,0.005
1724058003750000000,0.036
1724058003760000000,0.112
1724058003770000000,-0.085
1724058003780000000,0.119
1724058003790000000,0.039
1724058003800000000,-0.066
1724058003810000000,-0.044
1724058003820000000,-0.033
1724058003830000000,-0.115
1724058003840000000,0.021
1724058003850000000,0.177
1724058003860000000,0.139
1724058003870000000,0.024
1724058003880000000,-0.068
1724058003890000000,0.011
1724058003900000000,0.034
1724058003910000000,0.014
1724058003920000000,-0.029
1724058003930000000,0.038
1724058003940000000,0.042
1724058003950000000,-0.037
1724058003960000000,0.045
1724058003970000000,0.022
1724058003980000000,0.025
1724058003990000000,0.090
1724058004000000000,-0.003
1724058004010000000,0.047
1724058004019999999,0.018
1724058004030000000,0.185
1724058004040000000,0.209
1724058004050000000,0.110
1724058004059999999,0.069
1724058004070000000,0.177
1724058004080000000,0.069
1724058004090000000,-0.009
1724058004099999999,-0.007
1724058004110000000,0.039
1724058004120000000,-0.068
1724058004130000000,0.022
1724058004139999999,-0.087
1724058004150000000,0.088
1724058004160000000,-0.139
1724058004170000000,0.061
1724058004179999999,-0.043
1724058004190000000,0.027
1724058004200000000,0.010
1724058004210000000,0.021
1724058004219999999,-0.086
1724058004230000000,-0.040
1724058004240000000,-0.034
1724058004250000000,0.085
1724058004260000000,0.088
1724058004269999999,0.062
1724058004280000000,0.032
1724058004290000000,-0.033
1724058004300000000,0.036
1724058004310000000,0.023
1724058004320000000,0.071
1724058004330000000,0.124
1724058004340000000,-0.008
1724058004350000000,0.063
1724058004360000000,-0.009
1724058004370000000,-0.048
1724058004380000000,0.070
1724058004390000000,0.141
1724058004400000000,-0.105
1724058004410000000,-0.024
1724058004420000000,-0.021
1724058004430000000,-0.071
1724058004440000000,0.059
1724058004450000000,0.056
1724058004460000000,0.061
1724058004470000000,-0.186
1724058004480000000,0.068
1724058004490000000,-0.032
1724058004500000000,-0.007
1724058004510000000,-0.015
1724058004520000000,-0.041
1724058004530000000,-0.169
1724058004540000000,-0.125
1724058004550000000,-0.047
1724058004560000000,-0.020
1724058004570000000,0.008
1724058004580000000,-0.100
1724058004590000000,-0.087
1724058004600000000,0.072
1724058004610000000,0.020
1724058004620000000,0.121
1724058004630000000,-0.034
1724058004640000000,0.060
1724058004650000000,0.086
1724058004660000000,-0.057
1724058004670000000,0.192
1724058004680000000,-0.140
1724058004690000000,0.015
1724058004700000000,-0.041
1724058004710000000,-0.126
1724058004720000000,0.121
1724058004730000000,-0.072
1724058004740000000,-0.013
1724058004750000000,-0.104
1724058004760000000,0.018
1724058004770000000,0.012
1724058004780000000,-0.012
1724058004790000000,-0.053
1724058004800000000,-0.022
1724058004810000000,0.118
1724058004820000000,-0.014
1724058004830000000,-0.037
1724058004840000000,-0.025
1724058004850000000,-0.052
1724058004860000000,-0.127
1724058004870000000,0.037
1724058004880000000,-0.008
1724058004890000000,0.176
1724058004900000000,-0.024
1724058004910000000,-0.111
1724058004920000000,-0.037
1724058004930000000,0.008
1724058004940000000,0.052
1724058004950000000,-0.101
1724058004960000000,-0.022
1724058004970000000,0.004
1724058004980000000,-0.106
1724058004990000000,0.127
1724058005000000000,-0.150
1724058005010000000,0.028
1724058005020000000,0.010
1724058005030000000,-0.091
1724058005040000000,0.058
1724058005050000000,-0.112
1724058005060000000,0.055
1724058005070000000,0.006
1724058005080000000,0.077
1724058005090000000,0.125
1724058005100000000,0.023
1724058005110000000,0.027
1724058005120000000,0.167
1724058005130000000,0.027
1724058005140000000,0.016
1724058005150000000,0.066
1724058005160000000,0.080
1724058005170000000,-0.035
1724058005180000000,-0.046
1724058005190000000,0.053
1724058005200000000,-0.004
1724058005210000000,0.121
1724058005220000000,0.043
1724058005230000000,-0.073
1724058005240000000,0.026
1724058005250000000,-0.132
1724058005260000000,-0.017
1724058005270000000,0.119
1724058005280000000,0.043
1724058005290000000,0.041
1724058005300000000,0.022
1724058005310000000,-0.001
1724058005320000000,0.052
1724058005330000000,0.059
1724058005340000000,-0.009
1724058005350000000,0.111
1724058005360000000,-0.014
1724058005370000000,-0.155
1724058005380000000,0.156
1724058005390000000,-0.015
1724058005400000000,-0.075
1724058005410000000,0.041
1724058005420000000,0.003
1724058005430000000,-0.075
1724058005440000000,-0.059
1724058005450000000,-0.081
1724058005460000000,0.034
1724058005470000000,-0.127
1724058005480000000,-0.015
1724058005490000000,0.040
1724058005500000000,0.065
1724058005510000000,0.092
1724058005520000000,0.003
1724058005530000000,0.057
1724058005540000000,-0.069
1724058005550000000,-0.017
1724058005560000000,0.144
1724058005570000000,-0.032
1724058005580000000,0.059
1724058005590000000,0.084
1724058005600000000,0.086
1724058005610000000,0.079
1724058005620000000,0.025
1724058005630000000,0.019
1724058005640000000,-0.008
1724058005650000000,0.036
1724058005660000000,0.222
1724058005670000000,-0.030
1724058005680000000,0.015
1724058005690000000,0.069
1724058005700000000,-0.151
1724058005710000000,0.002
1724058005720000000,0.013
1724058005730000000,0.050
1724058005740000000,-0.128
1724058005750000000,-0.028
1724058005760000000,0.040
1724058005770000000,0.037
1724058005780000000,-0.010
1724058005790000000,0.155
1724058005800000000,-0.066
1724058005810000000,-0.007
1724058005820000000,-0.097
1724058005830000000,-0.031
1724058005840000000,-0.076
1724058005850000000,-0.094
1724058005860000000,-0.089
1724058005870000000,0.088
1724058005880000000,0.042
1724058005890000000,-0.021
1724058005900000000,0.063
1724058005910000000,-0.054
1724058005920000000,0.013
1724058005930000000,-0.121
1724058005940000000,0.030
1724058005950000000,0.006
1724058005960000000,0.113
1724058005970000000,-0.099
1724058005980000000,-0.126
1724058005990000000,0.053
1724058006000000000,0.047
1724058006010000000,-0.166
1724058006020000000,-0.050
1724058006030000000,-0.123
1724058006040000000,-0.015
1724058006050000000,0.011
1724058006060000000,-0.050
1724058006070000000,-0.006
1724058006080000000,0.121
1724058006090000000,-0.117
1724058006100000000,-0.070
1724058006110000000,0.042
1724058006120000000,-0.165
1724058006130000000,-0.004
1724058006140000000,-0.071
1724058006150000000,0.063
1724058006160000000,-0.156
1724058006170000000,0.112
1724058006180000000,-0.004
1724058006190000000,0.025
1724058006200000000,-0.004
1724058006210000000,-0.035
1724058006220000000,0.164
1724058006230000000,-0.039
1724058006240000000,-0.110
1724058006250000000,-0.135
1724058006260000000,0.042
1724058006270000000,0.179
1724058006280000000,-0.042
1724058006290000000,0.085
1724058006300000000,-0.002
1724058006310000000,-0.065
1724058006320000000,-0.066
1724058006330000000,0.006
1724058006340000000,-0.059
1724058006350000000,0.057
1724058006360000000,0.025
1724058006370000000,0.011
1724058006380000000,0.009
1724058006390000000,-0.023
1724058006400000000,-0.085
1724058006410000000,0.139
1724058006420000000,0.046
1724058006430000000,0.009
1724058006440000000,0.157
1724058006450000000,0.026
1724058006460000000,0.069
1724058006470000000,0.252
1724058006480000000,-0.049
1724058006490000000,0.012
1724058006500000000,0.069
1724058006510000000,0.019
1724058006520000000,0.129
1724058006530000000,-0.101
1724058006540000000,0.162
1724058006550000000,0.008
1724058006560000000,0.062
1724058006570000000,-0.076
1724058006580000000,0.130
1724058006590000000,0.015
1724058006600000000,0.019
1724058006610000000,0.004
1724058006620000000,-0.040
1724058006630000000,0.112
1724058006640000000,-0.052
1724058006650000000,-0.032
1724058006660000000,-0.004
1724058006670000000,0.104
1724058006680000000,0.041
1724058006690000000,-0.009
1724058006700000000,0.066
1724058006710000000,0.078
1724058006720000000,-0.172
1724058006730000000,0.018
1724058006740000000,0.018
1724058006750000000,-0.097
1724058006760000000,0.065
1724058006770000000,0.085
1724058006780000000,0.031
1724058006790000000,-0.091
1724058006800000000,0.095
1724058006810000000,0.136
1724058006820000000,-0.034
1724058006830000000,-0.239
1724058006840000000,-0.048
1724058006850000000,-0.016
1724058006860000000,0.117
1724058006870000000,-0.031
1724058006880000000,0.131
1724058006890000000,0.066
1724058006900000000,-0.049
1724058006910000000,-0.014
1724058006920000000,0.041
1724058006930000000,-0.037
1724058006940000000,-0.055
1724058006950000000,-0.042
1724058006960000000,-0.004
1724058006970000000,-0.041
1724058006980000000,-0.018
1724058006990000000,-0.031
1724058007000000000,-0.043
1724058007010000000,-0.020
1724058007020000000,-0.104
1724058007030000000,0.109
1724058007040000000,-0.004
1724058007050000000,-0.125
1724058007060000000,0.088
1724058007070000000,-0.007
1724058007080000000,-0.014
1724058007090000000,-0.075
1724058007100000000,-0.026
1724058007110000000,-0.060
1724058007120000000,-0.086
1724058007130000000,0.003
1724058007140000000,-0.103
1724058007150000000,-0.044
1724058007160000000,0.139
1724058007170000000,-0.053
1724058007180000000,-0.029
1724058007190000000,-0.096
1724058007200000000,-0.016
1724058007210000000,-0.082
1724058007220000000,-0.030
1724058007230000000,-0.006
1724058007240000000,0.034
1724058007250000000,-0.089
1724058007260000000,-0.039
1724058007270000000,-0.101
1724058007280000000,0.056
1724058007290000000,0.008
1724058007300000000,-0.015
1724058007310000000,0.043
1724058007320000000,-0.059
1724058007330000000,-0.144
1724058007340000000,-0.094
1724058007350000000,-0.042
1724058007360000000,0.072
1724058007370000000,-0.091
1724058007380000000,0.010
1724058007390000000,-0.113
1724058007400000000,0.038
1724058007410000000,-0.053
1724058007420000000,0.017
1724058007430000000,-0.012
1724058007440000000,-0.058
1724058007450000000,0.072
1724058007460000000,-0.052
1724058007470000000,0.127
1724058007480000000,-0.027
1724058007490000000,0.068
1724058007500000000,0.116
1724058007510000000,0.085
1724058007520000000,-0.019
1724058007530000000,0.030
1724058007540000000,-0.139
1724058007550000000,0.134
1724058007560000000,0.105
1724058007570000000,0.004
1724058007580000000,0.004
1724058007590000000,0.169
1724058007600000000,-0.096
1724058007610000000,0.011
1724058007620000000,-0.009
1724058007630000000,0.036
1724058007640000000,0.020
1724058007650000000,0.039
1724058007660000000,-0.037
1724058007670000000,0.103
1724058007680000000,-0.026
1724058007690000000,0.094
1724058007700000000,0.049
1724058007710000000,0.083
1724058007720000000,0.022
1724058007730000000,-0.018
1724058007740000000,-0.025
1724058007750000000,0.110
1724058007760000000,0.056
1724058007770000000,0.052
1724058007780000000,-0.069
1724058007790000000,-0.040
1724058007800000000,0.075
1724058007810000000,0.014
1724058007820000000,-0.046
1724058007830000000,0.058
1724058007840000000,-0.045
1724058007850000000,0.127
1724058007860000000,-0.218
1724058007870000000,0.031
1724058007880000000,0.005
1724058007890000000,0.020
1724058007900000000,0.083
1724058007910000000,-0.080
1724058007920000000,-0.071
1724058007930000000,0.159
1724058007940000000,0.084
1724058007950000000,-0.001
1724058007960000000,0.008
1724058007970000000,-0.045
1724058007980000000,-0.102
1724058007990000000,0.052
1724058008000000000,0.010
1724058008010000000,-0.136
1724058008020000000,0.003
1724058008029999999,0.086
1724058008039999999,-0.014
1724058008050000000,0.002
1724058008060000000,-0.016
1724058008070000000,0.053
1724058008080000000,-0.011
1724058008090000000,0.063
1724058008100000000,-0.011
1724058008109999999,-0.035
1724058008119999999,-0.024
1724058008130000000,0.034
1724058008140000000,-0.069
1724058008150000000,0.043
1724058008160000000,-0.019
1724058008170000000,0.047
1724058008180000000,0.254
1724058008189999999,0.063
1724058008199999999,0.210
1724058008210000000,-0.040
1724058008220000000,0.041
1724058008230000000,-0.020
1724058008240000000,0.021
1724058008250000000,-0.010
1724058008260000000,-0.117
1724058008270000000,-0.057
1724058008279999999,0.068
1724058008289999999,-0.069
1724058008300000000,-0.016
1724058008310000000,-0.098
1724058008320000000,0.009
1724058008330000000,-0.052
1724058008340000000,0.074
1724058008350000000,0.000
1724058008359999999,-0.094
1724058008369999999,-0.217
1724058008380000000,-0.060
1724058008390000000,-0.109
1724058008400000000,-0.057
1724058008410000000,-0.138
1724058008420000000,0.020
1724058008430000000,-0.006
1724058008439999999,-0.010
1724058008449999999,0.138
1724058008460000000,-0.003
1724058008470000000,0.003
1724058008480000000,0.017
1724058008490000000,-0.025
1724058008500000000,0.110
1724058008510000000,0.065
1724058008520000000,-0.091
1724058008529999999,-0.070
1724058008539999999,-0.074
1724058008550000000,0.049
1724058008560000000,0.049
1724058008570000000,-0.065
1724058008580000000,-0.089
1724058008590000000,0.042
1724058008600000000,-0.057
1724058008610000000,-0.059
1724058008620000000,0.051
1724058008630000000,0.123
1724058008640000000,0.038
1724058008650000000,-0.184
1724058008660000000,-0.032
1724058008670000000,-0.106
1724058008680000000,-0.133
1724058008690000000,0.018
1724058008700000000,-0.082
1724058008710000000,-0.157
1724058008720000000,0.100
1724058008730000000,-0.019
1724058008740000000,0.085
1724058008750000000,-0.110
1724058008760000000,-0.032
1724058008770000000,0.004
1724058008780000000,-0.113
1724058008790000000,-0.082
1724058008800000000,0.172
1724058008810000000,-0.106
1724058008820000000,-0.041
1724058008830000000,0.034
1724058008840000000,-0.093
1724058008850000000,-0.013
1724058008860000000,0.025
1724058008870000000,0.124
1724058008880000000,0.155
1724058008890000000,-0.147
1724058008900000000,-0.025
1724058008910000000,-0.025
1724058008920000000,-0.031
1724058008930000000,0.093
1724058008940000000,-0.066
1724058008950000000,0.191
1724058008960000000,0.109
1724058008970000000,0.026
1724058008980000000,0.038
1724058008990000000,-0.105
1724058009000000000,0.090
1724058009010000000,-0.044
1724058009020000000,0.078
1724058009030000000,-0.031
1724058009040000000,-0.064
1724058009050000000,0.028
1724058009060000000,0.055
1724058009070000000,-0.029
1724058009080000000,-0.033
1724058009090000000,0.055
1724058009100000000,-0.070
1724058009110000000,0.075
1724058009120000000,0.051
1724058009130000000,-0.098
1724058009140000000,0.050
1724058009150000000,-0.007
1724058009160000000,-0.058
1724058009170000000,-0.044
1724058009180000000,0.003
1724058009190000000,-0.054
1724058009200000000,0.028
1724058009210000000,0.075
1724058009220000000,0.114
1724058009230000000,0.022
1724058009240000000,-0.009
1724058009250000000,0.022
1724058009260000000,-0.076
1724058009270000000,0.017
1724058009280000000,0.025
1724058009290000000,-0.003
1724058009300000000,0.041
1724058009310000000,0.021
1724058009320000000,0.068
1724058009330000000,0.019
1724058009340000000,0.042
1724058009350000000,-0.054
1724058009360000000,0.067
1724058009370000000,-0.050
1724058009380000000,0.013
1724058009390000000,-0.069
1724058009400000000,0.147
1724058009410000000,-0.096
1724058009420000000,-0.008
1724058009430000000,0.102
1724058009440000000,-0.116
1724058009450000000,0.073
1724058009460000000,0.031
1724058009470000000,-0.010
1724058009480000000,-0.034
1724058009490000000,0.031
1724058009500000000,0.023
1724058009510000000,0.055
1724058009520000000,0.058
1724058009530000000,-0.091
1724058009540000000,0.077
1724058009550000000,0.030
1724058009560000000,0.055
1724058009570000000,-0.013
1724058009580000000,0.063
1724058009590000000,0.007
1724058009600000000,0.037
1724058009610000000,-0.045
1724058009620000000,0.070
1724058009630000000,-0.018
1724058009640000000,0.026
1724058009650000000,-0.124
1724058009660000000,-0.082
1724058009670000000,0.029
1724058009680000000,-0.032
1724058009690000000,-0.048
1724058009700000000,-0.010
1724058009710000000,-0.127
1724058009720000000,0.019
1724058009730000000,0.027
1724058009740000000,-0.057
1724058009750000000,-0.157
1724058009760000000,-0.088
1724058009770000000,-0.015
1724058009780000000,-0.055
1724058009790000000,-0.168
1724058009800000000,-0.088
1724058009810000000,-0.048
1724058009820000000,-0.054
1724058009830000000,0.007
1724058009840000000,-0.044
1724058009850000000,0.096
1724058009860000000,-0.084
1724058009870000000,0.036
1724058009880000000,0.036
1724058009890000000,-0.036
1724058009900000000,0.007
1724058009910000000,-0.107
1724058009920000000,0.093
1724058009930000000,-0.020
1724058009940000000,0.082
1724058009950000000,0.046
1724058009960000000,-0.016
1724058009970000000,0.009
1724058009980000000,-0.014
1724058009990000000,-0.014
1724058010000000000,0.030
1724058010010000000,-0.132
1724058010020000000,0.081
1724058010030000000,0.161
1724058010040000000,0.032
1724058010050000000,0.013
1724058010060000000,0.065
1724058010070000000,0.108
1724058010080000000,0.080
1724058010090000000,0.043
1724058010100000000,0.009
1724058010110000000,0.033
1724058010120000000,-0.059
1724058010130000000,0.081
1724058010140000000,0.014
1724058010150000000,0.037
1724058010160000000,-0.031
1724058010170000000,-0.185
1724058010180000000,0.055
1724058010190000000,0.015
1724058010200000000,0.008
1724058010210000000,-0.066
1724058010220000000,-0.025
1724058010230000000,0.049
1724058010240000000,-0.016
1724058010250000000,-0.027
1724058010260000000,0.004
1724058010270000000,0.049
1724058010280000000,-0.234
1724058010290000000,0.022
1724058010300000000,0.075
1724058010310000000,0.037
1724058010320000000,0.113
1724058010330000000,-0.062
1724058010340000000,0.137
1724058010350000000,-0.025
1724058010360000000,-0.156
1724058010370000000,0.080
1724058010380000000,0.050
1724058010390000000,0.076
1724058010400000000,-0.016
1724058010410000000,-0.105
1724058010420000000,0.058
1724058010430000000,0.016
1724058010440000000,-0.046
1724058010450000000,0.205
1724058010460000000,-0.060
1724058010470000000,-0.062
1724058010480000000,0.034
1724058010490000000,0.022
1724058010500000000,0.046
1724058010510000000,0.141
1724058010520000000,-0.003
1724058010530000000,-0.007
1724058010540000000,0.092
1724058010550000000,0.061
1724058010560000000,-0.007
1724058010570000000,-0.129
1724058010580000000,-0.051
1724058010590000000,-0.010
1724058010600000000,0.079
1724058010610000000,0.094
1724058010620000000,-0.013
1724058010630000000,0.079
1724058010640000000,-0.025
1724058010650000000,0.041
1724058010660000000,0.085
1724058010670000000,0.144
1724058010680000000,0.033
1724058010690000000,0.166
1724058010700000000,-0.016
1724058010710000000,0.139
1724058010720000000,-0.035
1724058010730000000,-0.040
1724058010740000000,0.028
1724058010750000000,0.021
1724058010760000000,0.026
1724058010770000000,0.095
1724058010780000000,0.056
1724058010790000000,-0.054
1724058010800000000,-0.098
1724058010810000000,-0.082
1724058010820000000,0.082
1724058010830000000,0.013
1724058010840000000,-0.072
1724058010850000000,0.124
1724058010860000000,-0.118
1724058010870000000,0.074
1724058010880000000,-0.033
1724058010890000000,-0.038
1724058010900000000,0.028
1724058010910000000,0.008
1724058010920000000,0.090
1724058010930000000,0.051
1724058010940000000,-0.074
1724058010950000000,-0.156
1724058010960000000,-0.062
1724058010970000000,0.009
1724058010980000000,-0.101
1724058010990000000,-0.104
1724058011000000000,0.078
1724058011010000000,-0.081
1724058011020000000,0.017
1724058011030000000,-0.117
1724058011040000000,0.038
1724058011050000000,-0.037
1724058011060000000,-0.042
1724058011070000000,0.106
1724058011080000000,0.025
1724058011090000000,-0.073
1724058011100000000,-0.055
1724058011110000000,-0.169
1724058011120000000,-0.084
1724058011130000000,0.007
1724058011140000000,0.068
1724058011150000000,-0.004
1724058011160000000,0.007
1724058011170000000,0.057
1724058011180000000,0.056
