timestamp_ns,value_kg/s
1722762001100000000,0.011
1722762001110000000,0.000
1722762001120000000,0.000
1722762001130000000,0.008
1722762001140000000,0.019
1722762001150000000,0.026
1722762001160000000,0.034
1722762001170000000,0.038
1722762001180000000,0.015
1722762001190000000,0.011
1722762001200000000,0.031
1722762001210000000,0.027
1722762001220000000,0.018
1722762001230000000,0.019
1722762001240000000,0.002
1722762001250000000,0.007
1722762001260000000,0.000
1722762001270000000,0.028
1722762001280000000,0.000
1722762001290000000,0.002
1722762001300000000,0.000
1722762001310000000,0.000
1722762001320000000,0.000
1722762001330000000,0.008
1722762001340000000,0.014
1722762001350000000,0.009
1722762001360000000,0.000
1722762001370000000,0.000
1722762001380000000,0.000
1722762001390000000,0.000
1722762001400000000,0.000
1722762001410000000,0.000
1722762001420000000,0.000
1722762001430000000,0.028
1722762001440000000,0.000
1722762001450000000,0.004
1722762001460000000,0.000
1722762001470000000,0.011
1722762001480000000,0.018
1722762001490000000,0.000
1722762001500000000,0.000
1722762001510000000,0.000
1722762001520000000,0.000
1722762001530000000,0.000
1722762001540000000,0.000
1722762001550000000,0.015
1722762001560000000,0.016
1722762001570000000,0.000
1722762001580000000,0.019
1722762001590000000,0.000
1722762001600000000,0.024
1722762001610000000,0.000
1722762001620000000,0.000
1722762001630000000,0.000
1722762001640000000,0.006
1722762001650000000,0.000
1722762001660000000,0.000
1722762001670000000,0.013
1722762001680000000,0.000
1722762001690000000,0.000
1722762001700000000,0.000
1722762001710000000,0.001
1722762001720000000,0.020
1722762001730000000,0.000
1722762001740000000,0.016
1722762001750000000,0.000
1722762001760000000,0.000
1722762001770000000,0.011
1722762001780000000,0.018
1722762001790000000,0.000
1722762001800000000,0.000
1722762001810000000,0.011
1722762001820000000,0.000
1722762001830000000,0.000
1722762001840000000,0.000
1722762001850000000,0.000
1722762001860000000,0.000
1722762001870000000,0.003
1722762001880000000,0.000
1722762001890000000,0.000
1722762001900000000,0.000
1722762001910000000,0.018
1722762001920000000,0.019
1722762001930000000,0.000
1722762001940000000,0.000
1722762001950000000,0.002
1722762001960000000,0.000
1722762001970000000,0.001
1722762001980000000,0.000
1722762001990000000,0.004
1722762002000000000,0.000
1722762002009999999,0.024
1722762002020000000,0.024
1722762002029999999,0.008
1722762002040000000,0.065
1722762002049999999,0.151
1722762002060000000,0.048
1722762002069999999,0.243
1722762002080000000,0.231
1722762002089999999,0.133
1722762002100000000,0.252
1722762002109999999,0.372
1722762002120000000,0.199
1722762002130000000,0.318
1722762002140000000,0.309
1722762002150000000,0.298
1722762002160000000,0.307
1722762002170000000,0.347
1722762002180000000,0.328
1722762002190000000,0.371
1722762002200000000,0.377
1722762002210000000,0.483
1722762002220000000,0.444
1722762002230000000,0.416
1722762002240000000,0.566
1722762002250000000,0.433
1722762002260000000,0.533
1722762002270000000,0.541
1722762002280000000,0.619
1722762002290000000,0.571
1722762002300000000,0.664
1722762002310000000,0.595
1722762002320000000,0.592
1722762002330000000,0.673
1722762002340000000,0.696
1722762002350000000,0.786
1722762002360000000,0.741
1722762002370000000,0.820
1722762002380000000,0.802
1722762002390000000,0.755
1722762002400000000,0.819
1722762002410000000,0.854
1722762002420000000,0.855
1722762002430000000,0.843
1722762002440000000,0.865
1722762002450000000,0.885
1722762002460000000,1.023
1722762002470000000,1.005
1722762002480000000,0.945
1722762002490000000,0.909
1722762002500000000,1.105
1722762002510000000,1.047
1722762002520000000,1.018
1722762002530000000,1.122
1722762002540000000,1.066
1722762002550000000,1.084
1722762002560000000,1.247
1722762002570000000,1.177
1722762002580000000,1.205
1722762002590000000,1.225
1722762002600000000,1.166
1722762002610000000,1.235
1722762002620000000,1.345
1722762002630000000,1.283
1722762002640000000,1.309
1722762002650000000,1.287
1722762002660000000,1.336
1722762002670000000,1.469
1722762002680000000,1.359
1722762002690000000,1.449
1722762002700000000,1.409
1722762002710000000,1.486
1722762002720000000,1.462
1722762002730000000,1.514
1722762002740000000,1.634
1722762002750000000,1.520
1722762002760000000,1.583
1722762002770000000,1.601
1722762002780000000,1.642
1722762002790000000,1.662
1722762002800000000,1.695
1722762002810000000,1.642
1722762002820000000,1.695
1722762002830000000,1.667
1722762002840000000,1.669
1722762002850000000,1.707
1722762002860000000,1.787
1722762002870000000,1.766
1722762002880000000,1.764
1722762002890000000,1.812
1722762002900000000,1.907
1722762002910000000,1.800
1722762002920000000,1.988
1722762002930000000,1.959
1722762002940000000,1.932
1722762002950000000,1.873
1722762002960000000,2.002
1722762002970000000,2.062
1722762002980000000,2.031
1722762002990000000,2.048
1722762003000000000,2.209
1722762003010000000,2.314
1722762003020000000,2.234
1722762003030000000,2.284
1722762003040000000,2.230
1722762003050000000,2.237
1722762003060000000,2.270
1722762003070000000,2.150
1722762003080000000,2.287
1722762003090000000,2.301
1722762003100000000,2.236
1722762003110000000,2.272
1722762003120000000,2.370
1722762003130000000,2.208
1722762003140000000,2.263
1722762003150000000,2.261
1722762003160000000,2.281
1722762003170000000,2.287
1722762003180000000,2.256
1722762003190000000,2.242
1722762003200000000,2.263
1722762003210000000,2.166
1722762003220000000,2.238
1722762003230000000,2.333
1722762003240000000,2.275
1722762003250000000,2.345
1722762003260000000,2.309
1722762003270000000,2.280
1722762003280000000,2.292
1722762003290000000,2.364
1722762003300000000,2.359
1722762003310000000,2.197
1722762003320000000,2.331
1722762003330000000,2.349
1722762003340000000,2.271
1722762003350000000,2.360
1722762003360000000,2.376
1722762003370000000,2.373
1722762003380000000,2.346
1722762003390000000,2.368
1722762003400000000,2.291
1722762003410000000,2.286
1722762003420000000,2.277
1722762003430000000,2.262
1722762003440000000,2.319
1722762003450000000,2.242
1722762003460000000,2.361
1722762003470000000,2.204
1722762003480000000,2.341
1722762003490000000,2.393
1722762003500000000,2.364
1722762003510000000,2.438
1722762003520000000,2.359
1722762003530000000,2.458
1722762003540000000,2.432
1722762003550000000,2.412
1722762003560000000,2.393
1722762003570000000,2.431
1722762003580000000,2.467
1722762003590000000,2.465
1722762003600000000,2.415
1722762003610000000,2.516
1722762003620000000,2.442
1722762003630000000,2.412
1722762003640000000,2.484
1722762003650000000,2.447
1722762003660000000,2.454
1722762003670000000,2.464
1722762003680000000,2.364
1722762003690000000,2.575
1722762003700000000,2.483
1722762003710000000,2.495
1722762003720000000,2.456
1722762003730000000,2.482
1722762003740000000,2.454
1722762003750000000,2.489
1722762003760000000,2.502
1722762003770000000,2.543
1722762003780000000,2.611
1722762003790000000,2.543
1722762003800000000,2.550
1722762003810000000,2.546
1722762003820000000,2.526
1722762003830000000,2.537
1722762003840000000,2.514
1722762003850000000,2.590
1722762003860000000,2.632
1722762003870000000,2.609
1722762003880000000,2.624
1722762003890000000,2.626
1722762003900000000,2.626
1722762003910000000,2.683
1722762003920000000,2.617
1722762003930000000,2.663
1722762003940000000,2.620
1722762003950000000,2.693
1722762003960000000,2.665
1722762003970000000,2.600
1722762003980000000,2.671
1722762003990000000,2.679
1722762004000000000,2.655
1722762004010000000,2.692
1722762004019999999,2.710
1722762004030000000,2.705
1722762004040000000,2.710
1722762004050000000,2.707
1722762004059999999,2.775
1722762004070000000,2.727
1722762004080000000,2.638
1722762004090000000,2.733
1722762004099999999,2.761
1722762004110000000,2.820
1722762004120000000,2.727
1722762004130000000,2.799
1722762004139999999,2.793
1722762004150000000,2.831
1722762004160000000,2.737
1722762004170000000,2.734
1722762004179999999,2.747
1722762004190000000,2.826
1722762004200000000,2.809
1722762004210000000,2.835
1722762004219999999,2.812
1722762004230000000,2.846
1722762004240000000,2.859
1722762004250000000,2.844
1722762004260000000,2.891
1722762004269999999,2.864
1722762004280000000,3.061
1722762004290000000,2.938
1722762004300000000,2.920
1722762004310000000,2.921
1722762004320000000,2.971
1722762004330000000,2.969
1722762004340000000,2.945
1722762004350000000,2.964
1722762004360000000,3.010
1722762004370000000,2.965
1722762004380000000,2.978
1722762004390000000,2.918
1722762004400000000,3.050
1722762004410000000,2.893
1722762004420000000,3.167
1722762004430000000,3.101
1722762004440000000,2.956
1722762004450000000,3.081
1722762004460000000,3.067
1722762004470000000,3.171
1722762004480000000,3.113
1722762004490000000,3.096
1722762004500000000,3.111
1722762004510000000,3.211
1722762004520000000,3.169
1722762004530000000,3.233
1722762004540000000,3.138
1722762004550000000,3.187
1722762004560000000,3.207
1722762004570000000,3.281
1722762004580000000,3.274
1722762004590000000,3.265
1722762004600000000,3.323
1722762004610000000,3.290
1722762004620000000,3.265
1722762004630000000,3.217
1722762004640000000,3.280
1722762004650000000,3.386
1722762004660000000,3.349
1722762004670000000,3.305
1722762004680000000,3.289
1722762004690000000,3.363
1722762004700000000,3.385
1722762004710000000,3.342
1722762004720000000,3.366
1722762004730000000,3.422
1722762004740000000,3.472
1722762004750000000,3.401
1722762004760000000,3.383
1722762004770000000,3.535
1722762004780000000,3.484
1722762004790000000,3.633
1722762004800000000,3.510
1722762004810000000,3.533
1722762004820000000,3.491
1722762004830000000,3.485
1722762004840000000,3.548
1722762004850000000,3.618
1722762004860000000,3.626
1722762004870000000,3.665
1722762004880000000,3.639
1722762004890000000,3.645
1722762004900000000,3.682
1722762004910000000,3.638
1722762004920000000,3.698
1722762004930000000,3.712
1722762004940000000,3.715
1722762004950000000,3.698
1722762004960000000,3.736
1722762004970000000,3.710
1722762004980000000,3.730
1722762004990000000,3.729
1722762005000000000,3.835
1722762005010000000,3.805
1722762005020000000,3.911
1722762005030000000,3.888
1722762005040000000,3.858
1722762005050000000,3.972
1722762005060000000,3.935
1722762005070000000,3.871
1722762005080000000,3.911
1722762005090000000,4.000
1722762005100000000,4.018
1722762005110000000,3.978
1722762005120000000,3.976
1722762005130000000,4.012
1722762005140000000,4.070
1722762005150000000,4.001
1722762005160000000,4.022
1722762005170000000,4.138
1722762005180000000,4.021
1722762005190000000,4.082
1722762005200000000,4.112
1722762005210000000,4.090
1722762005220000000,4.154
1722762005230000000,4.195
1722762005240000000,4.191
1722762005250000000,4.160
1722762005260000000,4.186
1722762005270000000,4.168
1722762005280000000,4.204
1722762005290000000,4.328
1722762005300000000,4.293
1722762005310000000,4.190
1722762005320000000,4.367
1722762005330000000,4.386
1722762005340000000,4.357
1722762005350000000,4.390
1722762005360000000,4.325
1722762005370000000,4.322
1722762005380000000,4.346
1722762005390000000,4.381
1722762005400000000,4.467
1722762005410000000,4.433
1722762005420000000,4.472
1722762005430000000,4.490
1722762005440000000,4.448
1722762005450000000,4.479
1722762005460000000,4.572
1722762005470000000,4.565
1722762005480000000,4.527
1722762005490000000,4.548
1722762005500000000,4.525
1722762005510000000,4.601
1722762005520000000,4.641
1722762005530000000,4.533
1722762005540000000,4.681
1722762005550000000,4.644
1722762005560000000,4.629
1722762005570000000,4.663
1722762005580000000,4.685
1722762005590000000,4.844
1722762005600000000,4.630
1722762005610000000,4.801
1722762005620000000,4.909
1722762005630000000,4.870
1722762005640000000,4.740
1722762005650000000,4.816
1722762005660000000,4.809
1722762005670000000,4.833
1722762005680000000,4.878
1722762005690000000,4.901
1722762005700000000,5.002
1722762005710000000,4.947
1722762005720000000,4.890
1722762005730000000,5.008
1722762005740000000,4.998
1722762005750000000,4.932
1722762005760000000,4.960
1722762005770000000,4.976
1722762005780000000,5.035
1722762005790000000,5.040
1722762005800000000,5.106
1722762005810000000,5.034
1722762005820000000,4.995
1722762005830000000,5.094
1722762005840000000,5.133
1722762005850000000,5.145
1722762005860000000,5.207
1722762005870000000,5.172
1722762005880000000,5.175
1722762005890000000,5.092
1722762005900000000,5.183
1722762005910000000,5.240
1722762005920000000,5.142
1722762005930000000,5.229
1722762005940000000,5.293
1722762005950000000,5.295
1722762005960000000,5.314
1722762005970000000,5.356
1722762005980000000,5.237
1722762005990000000,5.284
1722762006000000000,5.276
1722762006010000000,5.344
1722762006020000000,5.327
1722762006030000000,5.375
1722762006040000000,5.369
1722762006050000000,5.422
1722762006060000000,5.404
1722762006070000000,5.400
1722762006080000000,5.400
1722762006090000000,5.422
1722762006100000000,5.460
1722762006110000000,5.518
1722762006120000000,5.467
1722762006130000000,5.439
1722762006140000000,5.509
1722762006150000000,5.459
1722762006160000000,5.567
1722762006170000000,5.582
1722762006180000000,5.599
1722762006190000000,5.553
1722762006200000000,5.611
1722762006210000000,5.534
1722762006220000000,5.580
1722762006230000000,5.615
1722762006240000000,5.606
1722762006250000000,5.609
1722762006260000000,5.641
1722762006270000000,5.641
1722762006280000000,5.650
1722762006290000000,5.675
1722762006300000000,5.702
1722762006310000000,5.826
1722762006320000000,5.786
1722762006330000000,5.821
1722762006340000000,5.653
1722762006350000000,5.816
1722762006360000000,5.864
1722762006370000000,5.670
1722762006380000000,5.720
1722762006390000000,5.724
1722762006400000000,5.860
1722762006410000000,5.830
1722762006420000000,5.963
1722762006430000000,5.846
1722762006440000000,5.867
1722762006450000000,5.921
1722762006460000000,5.913
1722762006470000000,5.966
1722762006480000000,5.846
1722762006490000000,5.860
1722762006500000000,5.940
1722762006510000000,5.981
1722762006520000000,5.966
1722762006530000000,5.929
1722762006540000000,5.928
1722762006550000000,5.902
1722762006560000000,5.968
1722762006570000000,6.030
1722762006580000000,5.956
1722762006590000000,6.106
1722762006600000000,5.938
1722762006610000000,6.081
1722762006620000000,5.967
1722762006630000000,6.039
1722762006640000000,6.067
1722762006650000000,5.961
1722762006660000000,6.137
1722762006670000000,6.056
1722762006680000000,6.078
1722762006690000000,5.971
1722762006700000000,6.107
1722762006710000000,6.090
1722762006720000000,6.095
1722762006730000000,6.157
1722762006740000000,6.147
1722762006750000000,6.060
1722762006760000000,6.150
1722762006770000000,6.167
1722762006780000000,6.071
1722762006790000000,6.123
1722762006800000000,6.178
1722762006810000000,6.165
1722762006820000000,6.292
1722762006830000000,6.174
1722762006840000000,6.116
1722762006850000000,6.174
1722762006860000000,6.243
1722762006870000000,6.204
1722762006880000000,6.221
1722762006890000000,6.181
1722762006900000000,6.408
1722762006910000000,6.261
1722762006920000000,6.287
1722762006930000000,6.242
1722762006940000000,6.155
1722762006950000000,6.282
1722762006960000000,6.274
1722762006970000000,6.269
1722762006980000000,6.292
1722762006990000000,6.289
1722762007000000000,6.301
1722762007010000000,6.326
1722762007020000000,6.334
1722762007030000000,6.427
1722762007040000000,6.302
1722762007050000000,6.245
1722762007060000000,6.395
1722762007070000000,6.300
1722762007080000000,6.338
1722762007090000000,6.430
1722762007100000000,6.351
1722762007110000000,6.286
1722762007120000000,6.271
1722762007130000000,6.368
1722762007140000000,6.346
1722762007150000000,6.293
1722762007160000000,6.286
1722762007170000000,6.492
1722762007180000000,6.407
1722762007190000000,6.366
1722762007200000000,6.426
1722762007210000000,6.487
1722762007220000000,6.578
1722762007230000000,6.435
1722762007240000000,6.465
1722762007250000000,6.488
1722762007260000000,6.545
1722762007270000000,6.432
1722762007280000000,6.351
1722762007290000000,6.400
1722762007300000000,6.370
1722762007310000000,6.390
1722762007320000000,6.499
1722762007330000000,6.443
1722762007340000000,6.403
1722762007350000000,6.547
1722762007360000000,6.452
1722762007370000000,6.430
1722762007380000000,6.418
1722762007390000000,6.464
1722762007400000000,6.477
1722762007410000000,6.446
1722762007420000000,6.515
1722762007430000000,6.540
1722762007440000000,6.465
1722762007450000000,6.476
1722762007460000000,6.506
1722762007470000000,6.496
1722762007480000000,6.477
1722762007490000000,6.464
1722762007500000000,6.559
1722762007510000000,6.554
1722762007520000000,6.514
1722762007530000000,6.600
1722762007540000000,6.568
1722762007550000000,6.536
1722762007560000000,6.586
1722762007570000000,6.573
1722762007580000000,6.510
1722762007590000000,6.575
1722762007600000000,6.535
1722762007610000000,6.570
1722762007620000000,6.589
1722762007630000000,6.633
1722762007640000000,6.569
1722762007650000000,6.460
1722762007660000000,6.568
1722762007670000000,6.668
1722762007680000000,6.647
1722762007690000000,6.569
1722762007700000000,6.673
1722762007710000000,6.643
1722762007720000000,6.554
1722762007730000000,6.628
1722762007740000000,6.635
1722762007750000000,6.649
1722762007760000000,6.625
1722762007770000000,6.547
1722762007780000000,6.652
1722762007790000000,6.644
1722762007800000000,6.623
1722762007810000000,6.671
1722762007820000000,6.574
1722762007830000000,6.656
1722762007840000000,6.559
1722762007850000000,6.724
1722762007860000000,6.652
1722762007870000000,6.722
1722762007880000000,6.654
1722762007890000000,6.649
1722762007900000000,6.682
1722762007910000000,6.639
1722762007920000000,6.698
1722762007930000000,6.569
1722762007940000000,6.690
1722762007950000000,6.701
1722762007960000000,6.724
1722762007970000000,6.599
1722762007980000000,6.662
1722762007990000000,6.630
1722762008000000000,6.546
1722762008010000000,6.751
1722762008020000000,6.605
1722762008029999999,6.687
1722762008039999999,6.676
1722762008050000000,6.665
1722762008060000000,6.753
1722762008070000000,6.662
1722762008080000000,6.645
1722762008090000000,6.686
1722762008100000000,6.645
1722762008109999999,6.668
1722762008119999999,6.594
1722762008130000000,6.701
1722762008140000000,6.598
1722762008150000000,6.675
1722762008160000000,6.703
1722762008170000000,6.788
1722762008180000000,6.649
1722762008189999999,6.695
1722762008199999999,6.696
1722762008210000000,6.630
1722762008220000000,6.747
1722762008230000000,6.685
1722762008240000000,6.732
1722762008250000000,6.699
1722762008260000000,6.703
1722762008270000000,6.630
1722762008279999999,6.690
1722762008289999999,6.761
1722762008300000000,6.664
1722762008310000000,6.732
1722762008320000000,6.717
1722762008330000000,6.715
1722762008340000000,6.708
1722762008350000000,6.728
1722762008359999999,6.762
1722762008369999999,6.730
1722762008380000000,6.686
1722762008390000000,6.746
1722762008400000000,6.741
1722762008410000000,6.813
1722762008420000000,6.758
1722762008430000000,6.719
1722762008439999999,6.621
1722762008449999999,6.658
1722762008460000000,6.692
1722762008470000000,6.754
1722762008480000000,6.807
1722762008490000000,6.588
1722762008500000000,6.788
1722762008510000000,6.676
1722762008520000000,6.689
1722762008529999999,6.849
1722762008539999999,6.768
1722762008550000000,6.643
1722762008560000000,6.831
1722762008570000000,6.750
1722762008580000000,6.740
1722762008590000000,6.859
1722762008600000000,6.666
1722762008610000000,6.715
1722762008620000000,6.778
1722762008630000000,6.715
1722762008640000000,6.802
1722762008650000000,6.719
1722762008660000000,6.749
1722762008670000000,6.792
1722762008680000000,6.784
1722762008690000000,6.743
1722762008700000000,6.655
1722762008710000000,6.711
1722762008720000000,6.727
1722762008730000000,6.748
1722762008740000000,6.768
1722762008750000000,6.746
1722762008760000000,6.751
1722762008770000000,6.782
1722762008780000000,6.771
1722762008790000000,6.781
1722762008800000000,6.853
1722762008810000000,6.782
1722762008820000000,6.728
1722762008830000000,6.809
1722762008840000000,6.763
1722762008850000000,6.691
1722762008860000000,6.769
1722762008870000000,6.645
1722762008880000000,6.834
1722762008890000000,6.753
1722762008900000000,6.796
1722762008910000000,6.754
1722762008920000000,6.749
1722762008930000000,6.755
1722762008940000000,6.748
1722762008950000000,6.722
1722762008960000000,6.750
1722762008970000000,6.813
1722762008980000000,6.799
1722762008990000000,6.833
1722762009000000000,6.764
1722762009010000000,6.854
1722762009020000000,6.785
1722762009030000000,6.747
1722762009040000000,6.751
1722762009050000000,6.817
1722762009060000000,6.834
1722762009070000000,6.806
1722762009080000000,6.761
1722762009090000000,6.815
1722762009100000000,6.705
1722762009110000000,6.811
1722762009120000000,6.821
1722762009130000000,6.836
1722762009140000000,6.717
1722762009150000000,6.865
1722762009160000000,6.770
1722762009170000000,6.814
1722762009180000000,6.726
1722762009190000000,6.792
1722762009200000000,6.839
1722762009210000000,6.866
1722762009220000000,6.781
1722762009230000000,6.733
1722762009240000000,6.811
1722762009250000000,6.771
1722762009260000000,6.760
1722762009270000000,6.767
1722762009280000000,6.857
1722762009290000000,6.798
1722762009300000000,6.816
1722762009310000000,6.806
1722762009320000000,6.800
1722762009330000000,6.835
1722762009340000000,6.744
1722762009350000000,6.750
1722762009360000000,6.774
1722762009370000000,6.785
1722762009380000000,6.744
1722762009390000000,6.776
1722762009400000000,6.771
1722762009410000000,6.711
1722762009420000000,6.890
1722762009430000000,6.829
1722762009440000000,6.725
1722762009450000000,6.817
1722762009460000000,6.870
1722762009470000000,6.841
1722762009480000000,6.819
1722762009490000000,6.863
1722762009500000000,6.895
1722762009510000000,6.785
1722762009520000000,6.685
1722762009530000000,6.700
1722762009540000000,6.853
1722762009550000000,6.728
1722762009560000000,6.804
1722762009570000000,6.752
1722762009580000000,6.747
1722762009590000000,6.773
1722762009600000000,6.771
1722762009610000000,6.748
1722762009620000000,6.752
1722762009630000000,6.794
1722762009640000000,6.835
1722762009650000000,6.811
1722762009660000000,6.788
1722762009670000000,6.696
1722762009680000000,6.834
1722762009690000000,6.829
1722762009700000000,6.798
1722762009710000000,6.782
1722762009720000000,6.855
1722762009730000000,6.892
1722762009740000000,6.764
1722762009750000000,6.750
1722762009760000000,6.862
1722762009770000000,6.806
1722762009780000000,6.869
1722762009790000000,6.873
1722762009800000000,6.826
1722762009810000000,6.707
1722762009820000000,6.805
1722762009830000000,6.831
1722762009840000000,6.722
1722762009850000000,6.835
1722762009860000000,6.787
1722762009870000000,6.888
1722762009880000000,6.851
1722762009890000000,6.826
1722762009900000000,6.800
1722762009910000000,6.815
1722762009920000000,6.789
1722762009930000000,6.805
1722762009940000000,6.793
1722762009950000000,6.908
1722762009960000000,6.774
1722762009970000000,6.816
1722762009980000000,6.787
1722762009990000000,6.795
1722762010000000000,6.883
1722762010010000000,6.764
1722762010020000000,6.856
1722762010030000000,6.783
1722762010040000000,6.670
1722762010050000000,6.863
1722762010060000000,6.809
1722762010070000000,6.780
1722762010080000000,6.762
1722762010090000000,6.816
1722762010100000000,6.731
1722762010110000000,6.830
1722762010120000000,6.780
1722762010130000000,6.842
1722762010140000000,6.875
1722762010150000000,6.826
1722762010160000000,6.829
1722762010170000000,6.795
1722762010180000000,6.847
1722762010190000000,6.774
1722762010200000000,6.704
1722762010210000000,6.749
1722762010220000000,6.811
1722762010230000000,6.806
1722762010240000000,6.757
1722762010250000000,6.849
1722762010260000000,6.773
1722762010270000000,6.847
1722762010280000000,6.859
1722762010290000000,6.860
1722762010300000000,6.813
1722762010310000000,6.834
1722762010320000000,6.826
1722762010330000000,6.709
1722762010340000000,6.779
1722762010350000000,6.732
1722762010360000000,6.756
1722762010370000000,6.812
1722762010380000000,6.767
1722762010390000000,6.798
1722762010400000000,6.827
1722762010410000000,6.825
1722762010420000000,6.813
1722762010430000000,6.834
1722762010440000000,6.742
1722762010450000000,6.937
1722762010460000000,6.780
1722762010470000000,6.725
1722762010480000000,6.749
1722762010490000000,6.764
1722762010500000000,6.746
1722762010510000000,6.910
1722762010520000000,6.708
1722762010530000000,6.829
1722762010540000000,6.801
1722762010550000000,6.857
1722762010560000000,6.794
1722762010570000000,6.851
1722762010580000000,6.847
1722762010590000000,6.863
1722762010600000000,6.869
1722762010610000000,6.834
1722762010620000000,6.811
1722762010630000000,6.746
1722762010640000000,6.820
1722762010650000000,6.758
1722762010660000000,6.792
1722762010670000000,6.695
1722762010680000000,6.742
1722762010690000000,6.816
1722762010700000000,6.770
1722762010710000000,6.805
1722762010720000000,6.733
1722762010730000000,6.793
1722762010740000000,6.762
1722762010750000000,6.794
1722762010760000000,6.786
1722762010770000000,6.802
1722762010780000000,6.858
1722762010790000000,6.853
1722762010800000000,6.778
1722762010810000000,6.778
1722762010820000000,6.774
1722762010830000000,6.809
1722762010840000000,6.768
1722762010850000000,6.827
1722762010860000000,6.781
1722762010870000000,6.779
1722762010880000000,6.793
1722762010890000000,6.804
1722762010900000000,6.829
1722762010910000000,6.823
1722762010920000000,6.868
1722762010930000000,6.857
1722762010940000000,6.888
1722762010950000000,6.679
1722762010960000000,6.776
1722762010970000000,6.821
1722762010980000000,6.835
1722762010990000000,6.829
1722762011000000000,6.729
1722762011010000000,6.920
1722762011020000000,6.782
1722762011030000000,6.847
1722762011040000000,6.741
1722762011050000000,6.833
1722762011060000000,6.818
1722762011070000000,6.751
1722762011080000000,6.794
1722762011090000000,6.788
1722762011100000000,6.850
1722762011110000000,6.816
1722762011120000000,6.873
1722762011130000000,6.797
1722762011140000000,6.716
1722762011150000000,6.850
1722762011160000000,6.646
1722762011170000000,6.837
1722762011180000000,6.738
1722762011190000000,6.811
1722762011200000000,6.811
1722762011210000000,6.706
1722762011220000000,6.854
1722762011230000000,6.916
1722762011240000000,6.751
1722762011250000000,6.810
1722762011260000000,6.794
1722762011270000000,6.816
1722762011280000000,6.868
1722762011290000000,6.735
1722762011300000000,6.803
1722762011310000000,6.794
1722762011320000000,6.776
1722762011330000000,6.880
1722762011340000000,6.864
1722762011350000000,6.808
1722762011360000000,6.862
1722762011370000000,6.791
1722762011380000000,6.854
1722762011390000000,6.774
1722762011400000000,6.836
1722762011410000000,6.815
1722762011420000000,6.782
1722762011430000000,6.843
1722762011440000000,6.740
1722762011450000000,6.729
1722762011460000000,6.747
1722762011470000000,6.842
1722762011480000000,6.697
1722762011490000000,6.725
1722762011500000000,6.770
1722762011510000000,6.754
1722762011520000000,6.791
1722762011530000000,6.764
1722762011540000000,6.832
1722762011550000000,6.689
1722762011560000000,6.841
1722762011570000000,6.859
1722762011580000000,6.798
1722762011590000000,6.876
1722762011600000000,6.804
1722762011610000000,6.855
1722762011620000000,6.827
1722762011630000000,6.804
